term,crn,section,credits,time,gpa,enrollment,difficulty,department,fName,lName
201702,24151,E,4,12:05 pm - 12:55 pm,3.92,17,1,RUSS,Tatiana,Kozhanova
201702,22906,UA,4,11:05 am - 11:55 am,3.63,9,1,RUSS,Natasha,Anthony
201702,21679,C,4,10:05 am - 10:55 am,3.89,11,1,RUSS,Natalia,Myshkin
201702,23577,E,4,12:05 pm - 12:55 pm,3.89,19,1,RUSS,Natalia,Myshkin
201702,22908,UA,4,4:05 pm - 4:55 pm,3.75,4,1,RUSS,Natasha,Anthony
201702,22098,G,3,2:05 pm - 2:55 pm,4,13,2,RUSS,Natalia,Myshkin
201702,26938,UA,3,5:05 pm - 5:55 pm,4,5,2,RUSS,Natasha,Anthony
201702,22099,E,3,12:05 pm - 12:55 pm,3.67,10,3,RUSS,Dina,Khapaeva
201702,30931,E,3,12:05 pm - 12:55 pm,4,1,3,RUSS,Dina,Khapaeva
201702,27593,G,3,2:05 pm - 2:55 pm,3.8,5,4,RUSS,Dina,Khapaeva
201702,23733,A1,3,3:05 pm - 3:55 pm,3.36,55,2,MSE,Mohan,Srinivasarao
201702,23735,C1,3,9:35 am - 10:55 am,3.34,141,2,MSE,Meisha,Shofner
201702,23736,D1,3,3:05 pm - 4:25 pm,3.08,83,2,MSE,Jung,Park
201702,23737,E1,3,10:05 am - 10:55 am,3.06,112,2,MSE,Faisal,Alamgir
201702,23738,F1,3,11:05 am - 11:55 am,3,91,2,MSE,Natalie,Stingelin
201702,25532,G1,3,9:35 am - 10:55 am,3.19,21,2,MSE,Valeria,Milam
201702,25875,H1,3,12:05 pm - 1:25 pm,3.42,98,2,MSE,Satish,Kumar
201702,26060,O,3,9:05 am - 9:55 am,3.29,103,2,MSE,Hamid,Garmestani
201702,25941,A,4,11:05 am - 11:55 am,3.17,12,2,MSE,Faisal,Alamgir
201702,25942,B,4,11:05 am - 11:55 am,3.33,12,2,MSE,Faisal,Alamgir
201702,25943,C,4,11:05 am - 11:55 am,3.4,10,2,MSE,Faisal,Alamgir
201702,25944,D,4,11:05 am - 11:55 am,3.22,9,2,MSE,Faisal,Alamgir
201702,26697,A,3,12:05 pm - 12:55 pm,2.8,45,3,MSE,Robert,Speyer
201702,20689,A,3,9:35 am - 10:55 am,2.55,40,3,MSE,Mark,Losego
201702,25946,A,3,2:05 pm - 2:55 pm,3.43,31,3,MSE,Christopher,Muhlstein
201702,22670,A,3,12:05 pm - 1:25 pm,3.33,48,3,MSE,Eric,Vogel
201702,22671,A,2,4:05 pm - 4:55 pm,3.83,19,3,MSE,Radhakrishnaiah,Parachuru
201702,26159,B,2,4:05 pm - 4:55 pm,3.91,23,3,MSE,Radhakrishnaiah,Parachuru
201702,27747,C,2,4:05 pm - 4:55 pm,3.79,19,3,MSE,Radhakrishnaiah,Parachuru
201702,27748,D,2,4:05 pm - 4:55 pm,3.84,21,3,MSE,Radhakrishnaiah,Parachuru
201702,26698,A,3,3:05 pm - 3:55 pm,3.36,31,3,MSE,Seung,Jang
201702,29334,A,3,10:05 am - 10:55 am,2.86,23,3,MSE,Robert,Speyer
201702,31291,B,3,5:05 pm - 5:55 pm,3.61,18,3,MSE,Sundaresan,Jayaraman
201702,25947,A,3,12:05 pm - 12:55 pm,3.05,20,3,MSE,Donggang,Yao
201702,25948,A,3,12:05 pm - 1:25 pm,3.5,29,3,MSE,Radhakrishnaiah,Parachuru
201702,30711,A,3,4:35 pm - 5:55 pm,3.67,11,4,MSE,Rosario,Gerhardt
201702,20690,A,3,11:05 am - 11:55 am,3.09,46,4,MSE,Arun,Gokhale
201702,20691,A,3,1:05 pm - 1:55 pm,3.15,43,4,MSE,Preet,Singh
201702,25874,A,3,12:05 pm - 1:25 pm,3.64,40,4,MSE,Vladimir,Tsukruk
201702,25876,A,3,2:05 pm - 2:55 pm,3.83,30,4,MSE,Mary,Realff
201702,27447,B,3,9:35 am - 10:55 am,3.76,33,4,MSE,Blair,Brettmann
201702,22260,A,3,9:35 am - 10:55 am,3.11,9,4,MSE,Johnna,Temenoff
201702,25006,A,3,12:05 pm - 12:55 pm,3.75,4,4,MSE,C,Wong
201702,31287,A,3,1:35 pm - 2:55 pm,4,2,4,MSE,Hailong,Chen
201702,23641,A,3,3:05 pm - 4:25 pm,3.42,37,4,MSE,Zhiqun,Lin
201702,21770,A,3,1:35 pm - 2:55 pm,3.38,29,4,MSE,Kyriaki,Kalaitzidou
201702,30143,B,3,3:05 pm - 3:55 pm,3.09,12,4,MSE,Kishor,Gupta
201702,26941,I,3,4:35 pm - 5:55 pm,3.67,10,4,MSE,Gleb,Yushin
201702,29244,R,3,10:05 am - 10:55 am,3.43,88,4,MSE,William,Ready
201702,30144,A,3,10:05 am - 10:55 am,3.58,24,6,MSE,Meilin,Liu
201702,21132,A,3,3:05 pm - 3:55 pm,3.64,41,6,MSE,Joshua,Kacher
201702,29620,A1,3,9:05 am - 10:25 am,3.88,8,6,MSE,Thomas,Sanders
201702,28638,R,3,3:00 pm - 4:30 pm,2,1,6,MSE,Thomas,Sanders
201702,27209,A,3,12:05 pm - 1:25 pm,3.86,15,6,MSE,John,Reynolds
201702,20413,A,3,11:05 am - 11:55 am,3.8,15,6,MSE,Mohan,Srinivasarao
201702,21257,A,3,3:05 pm - 4:25 pm,3.78,19,6,MSE,Karl,Jacob
201702,21834,A,3,9:35 am - 10:55 am,3.5,5,6,MSE,Andres,Garcia
201702,24756,A,3,1:05 pm - 1:55 pm,3.48,26,6,MSE,Arun,Gokhale
201702,21664,A,3,1:05 pm - 1:55 pm,3.3,14,7,MSE,Richard,Neu
201702,25531,S,1,4:00 pm - 5:00 pm,2,143,8,MSE,Mark,Losego
201702,21406,B,3,12:05 pm - 1:25 pm,3.86,7,8,MSE,Vladimir,Tsukruk
201702,31004,F2,3,3:05 pm - 4:25 pm,4,7,8,MSE,Paul,Russo
201702,25625,I,3,4:35 pm - 5:55 pm,3.92,15,8,MSE,Gleb,Yushin
201702,22090,B,4,9:05 am - 9:55 am,2.91,15,1,JAPN,Shohko,Yanagisawa
201702,22089,C,4,10:05 am - 10:55 am,3.8,16,1,JAPN,Shohko,Yanagisawa
201702,28043,E,4,12:05 pm - 12:55 pm,3.83,20,1,JAPN,Shohko,Yanagisawa
201702,22095,UA,4,3:05 pm - 4:25 pm,3.75,10,1,JAPN,Satomi,Chenoweth
201702,25353,UAA,4,4:35 pm - 5:55 pm,3.75,5,1,JAPN,Satomi,Chenoweth
201702,27618,B,4,9:05 am - 9:55 am,3.79,17,1,JAPN,Aya,McDaniel
201702,20718,C,4,10:05 am - 10:55 am,3.5,17,1,JAPN,Aya,McDaniel
201702,21904,E,4,12:05 pm - 12:55 pm,3.38,17,1,JAPN,Aya,McDaniel
201702,20719,F,4,1:05 pm - 1:55 pm,3.93,15,1,JAPN,Aya,McDaniel
201702,21580,UA,4,5:05 pm - 6:25 pm,3.75,6,1,JAPN,Masato,Kikuchi
201702,22091,F,3,1:35 pm - 2:55 pm,4,9,2,JAPN,Masato,Kikuchi
201702,29271,G,3,2:05 pm - 2:55 pm,3.92,14,2,JAPN,Shohko,Yanagisawa
201702,26085,UA,3,3:05 pm - 4:25 pm,3,1,2,JAPN,Masato,Kikuchi
201702,22092,E,3,12:05 pm - 12:55 pm,3.5,18,2,JAPN,Kimiaki,Yamaguchi
201702,28982,F,3,1:05 pm - 1:55 pm,3.22,10,2,JAPN,Kimiaki,Yamaguchi
201702,30350,H,3,3:05 pm - 3:55 pm,3.07,16,2,JAPN,Kimiaki,Yamaguchi
201702,27625,UA,3,3:05 pm - 4:25 pm,3.67,3,2,JAPN,Satomi,Chenoweth
201702,22093,F,3,1:35 pm - 2:55 pm,3.53,16,3,JAPN,Kimiaki,Yamaguchi
201702,30354,H,3,3:05 pm - 4:25 pm,3.7,11,4,JAPN,Aki,Matsushima
201702,28984,I,3,4:35 pm - 5:55 pm,3.57,7,4,JAPN,Masato,Kikuchi
201702,28985,E,3,12:05 pm - 1:25 pm,4,4,4,JAPN,Rumiko,Simonds
201702,22129,C,4,10:05 am - 10:55 am,3.6,6,1,ARBC,David,Marcus
201702,27672,E,4,12:05 pm - 12:55 pm,3.38,8,1,ARBC,David,Marcus
201702,30376,H,3,3:05 pm - 4:25 pm,3.78,25,1,ARBC,Amanda,Rogers
201702,29275,B,3,9:05 am - 9:55 am,3.4,8,2,ARBC,David,Marcus
201702,30377,F,3,1:35 pm - 2:55 pm,4,4,3,ARBC,David,Marcus
201702,21417,A,3,10:05 am - 10:55 am,3.2,5,4,MP,C,Wang
201702,29068,A,4,1:35 pm - 2:55 pm,3.6,5,6,MP,Justin,Roper
201702,27116,C,3,1:05 pm - 1:55 pm,3.67,6,6,MP,C,Wang
201702,21675,B,3,9:05 am - 9:55 am,3.89,13,1,GRMN,Kathrin,Koppe
201702,20836,C,3,10:05 am - 10:55 am,3.8,24,1,GRMN,Angelika,Oswalt
201702,27633,D,3,11:05 am - 11:55 am,4,8,1,GRMN,Candace,McCollough
201702,23571,E,3,12:05 pm - 12:55 pm,4,19,1,GRMN,Angelika,Oswalt
201702,23208,F,3,1:05 pm - 1:55 pm,3.5,15,1,GRMN,Kathrin,Koppe
201702,28978,G,3,2:05 pm - 2:55 pm,3.09,13,1,GRMN,Candace,McCollough
201702,22085,C,3,10:05 am - 10:55 am,3.55,22,1,GRMN,Kathrin,Koppe
201702,20715,D,3,11:05 am - 11:55 am,3.63,23,1,GRMN,Angelika,Oswalt
201702,22087,E,3,12:05 pm - 12:55 pm,3.63,22,1,GRMN,Candace,McCollough
201702,22086,F,3,1:05 pm - 1:55 pm,3.77,15,1,GRMN,Mihaela,Lalic
201702,27634,G,3,2:05 pm - 2:55 pm,3.9,14,1,GRMN,Mihaela,Lalic
201702,22088,B,3,9:35 am - 10:55 am,3.25,5,2,GRMN,Anne-Francoise,Lostec
201702,24150,F,3,1:05 pm - 1:55 pm,3.4,13,2,GRMN,Angelika,Oswalt
201702,22826,E,3,12:05 pm - 12:55 pm,3.4,14,2,GRMN,Kathrin,Koppe
201702,27635,F,3,1:35 pm - 2:55 pm,3.53,15,2,GRMN,Jan,Uelzmann
201702,30344,H,3,3:05 pm - 3:55 pm,3.53,20,3,GRMN,Mihaela,Lalic
201702,30343,H,3,3:05 pm - 4:25 pm,3.71,18,4,GRMN,Jan,Uelzmann
201702,23626,A,3,9:35 am - 10:55 am,3.38,39,2,MGT,Deven,Desai
201702,25342,B,3,1:35 pm - 2:55 pm,3.45,57,2,MGT,Deven,Desai
201702,20568,C,3,1:35 pm - 2:55 pm,3.17,47,2,MGT,Karie,Davis-Nozemack
201702,20567,D,3,3:05 pm - 4:25 pm,3.42,32,2,MGT,Peter,Swire
201702,22846,A,3,10:05 am - 10:55 am,2.97,64,2,MGT,Joycelyn,Ward
201702,24771,B,3,11:05 am - 11:55 am,3.34,62,2,MGT,Marius,Niculescu
201702,20569,C,3,12:05 pm - 12:55 pm,3.3,70,2,MGT,Lizhen,Xu
201702,30972,D,3,8:05 am - 9:25 am,3.03,32,2,MGT,Michael,Smith
201702,20974,A,3,8:05 am - 8:55 am,2.55,33,2,MGT,Tatiana,Rudchenko
201702,20570,B,3,9:05 am - 9:55 am,3.22,67,2,MGT,Tatiana,Rudchenko
201702,20893,C,3,4:35 pm - 5:55 pm,3.41,50,2,MGT,Vitor,Kamada
201702,20571,A,3,8:05 am - 9:25 am,3.36,33,2,MGT,Can,Zhang
201702,27703,B,3,11:05 am - 11:55 am,3.37,60,2,MGT,Tatiana,Rudchenko
201702,20572,C,3,12:05 pm - 12:55 pm,3.32,43,2,MGT,Tatiana,Rudchenko
201702,29676,SLS,3,12:05 pm - 1:25 pm,3,1,2,MGT,Latife,Toktay-Tsiotras
201702,24770,A,3,11:05 am - 11:55 am,3.18,29,3,MGT,Di,Yang
201702,20574,B,3,10:05 am - 10:55 am,3.29,40,3,MGT,Jordan,Samet
201702,26156,TM1,3,11:05 am - 11:55 am,3.29,7,3,MGT,Di,Yang
201702,26157,TM2,3,10:05 am - 10:55 am,3.83,7,3,MGT,Jordan,Samet
201702,20576,A,3,3:05 pm - 4:25 pm,3.27,31,3,MGT,Matthew,Barcaskey
201702,20577,B,3,4:35 pm - 5:55 pm,2.75,9,3,MGT,Matthew,Barcaskey
201702,20575,C,3,12:05 pm - 1:25 pm,3.13,60,3,MGT,Andras,Danis
201702,26069,D,3,3:05 pm - 4:25 pm,3.32,59,3,MGT,Andras,Danis
201702,21699,A,3,1:35 pm - 2:55 pm,3.53,36,3,MGT,Jonathan,Clarke
201702,21700,A,3,9:35 am - 10:55 am,3.4,47,3,MGT,Minho,Wang
201702,27734,A,3,11:05 am - 11:55 am,3.36,45,3,MGT,Ernest,Jang
201702,27733,B,3,12:05 pm - 12:55 pm,3.51,47,3,MGT,Ernest,Jang
201702,30393,C,3,8:05 am - 9:25 am,3.4,47,3,MGT,Minho,Wang
201702,27732,TM1,3,11:05 am - 11:55 am,3.63,8,3,MGT,Ernest,Jang
201702,27731,TM2,3,12:05 pm - 12:55 pm,2.67,3,3,MGT,Ernest,Jang
201702,30396,TM3,3,8:05 am - 9:25 am,3.33,3,3,MGT,Minho,Wang
201702,22883,A,3,8:05 am - 9:25 am,4,14,3,MGT,Jacqueline,Garner
201702,27756,B,3,3:05 pm - 4:25 pm,3.89,38,3,MGT,Gary,Jones
201702,26812,A,3,3:05 pm - 4:25 pm,3.81,42,3,MGT,Barry,Branch
201702,20774,A,3,4:35 pm - 5:55 pm,3.22,22,3,MGT,Reza,Mahani
201702,20618,A,3,8:05 am - 9:25 am,3.6,48,3,MGT,Dana,Hamam
201702,20584,B,3,4:35 pm - 5:55 pm,3.67,50,3,MGT,Se,Keem
201702,20784,C,3,11:05 am - 11:55 am,3.76,33,3,MGT,Yifeng,Fan
201702,26071,D,3,9:05 am - 9:55 am,3.36,47,3,MGT,Amy,Breidenthal
201702,21702,A,3,9:05 am - 9:55 am,3.17,15,3,MGT,Charles,Parsons
201702,26079,B,3,11:05 am - 11:55 am,2.85,28,3,MGT,Charles,Parsons
201702,30406,C,3,2:05 pm - 2:55 pm,2.94,20,3,MGT,Charles,Parsons
201702,20585,D,3,8:05 am - 9:25 am,3.31,46,3,MGT,Toschia,Hogan
201702,26073,A,3,11:05 am - 11:55 am,3.26,38,3,MGT,Alan,Flury
201702,21047,A,3,9:35 am - 10:55 am,3.4,72,3,MGT,Alka,Citrin
201702,20972,B,3,12:05 pm - 1:25 pm,3.41,70,3,MGT,Michael,Lowe
201702,26074,C,3,3:05 pm - 4:25 pm,3.54,59,3,MGT,Michael,Lowe
201702,20573,D,3,4:35 pm - 5:55 pm,2.9,21,3,MGT,Francis,Ulgado
201702,20775,A,3,9:35 am - 10:55 am,3.5,43,3,MGT,Donna,Kantak
201702,21146,B,3,12:05 pm - 1:25 pm,3.53,19,3,MGT,Donna,Kantak
201702,20776,A,3,11:05 am - 11:55 am,3.43,38,3,MGT,Priyank,Arora
201702,21701,B,3,8:05 am - 9:25 am,3.25,12,3,MGT,Venkat,Venkateswaran
201702,30446,C,3,9:35 am - 10:55 am,3.53,44,3,MGT,Venkat,Venkateswaran
201702,20579,D,3,3:05 pm - 4:25 pm,3.17,50,3,MGT,Basak,Kalkanci
201702,27909,A,3,4:35 pm - 5:55 pm,3.56,28,3,MGT,Robert,Myers
201702,24749,A,1,11:05 am - 11:55 am,3.71,31,3,MGT,Lauren,McDow
201702,24750,B,1,11:05 am - 11:55 am,3.54,30,3,MGT,Lauren,McDow
201702,30407,C,1,2:05 pm - 2:55 pm,3.86,30,3,MGT,Lauren,McDow
201702,27706,D,1,8:35 am - 9:25 am,3.83,30,3,MGT,Stanley,Broome
201702,24751,E,1,1:35 pm - 2:25 pm,3.85,29,3,MGT,Stanley,Broome
201702,24752,F,1,8:35 am - 9:25 am,3.44,26,3,MGT,Stanley,Broome
201702,25343,G,1,1:35 pm - 2:25 pm,3.66,30,3,MGT,Stanley,Broome
201702,30404,A,3,9:35 am - 10:55 am,3.81,38,3,MGT,Steven,Salbu
201702,27716,A,3,1:35 pm - 2:55 pm,3.77,13,3,MGT,Arnold,Rubinoff
201702,30405,A,3,12:05 pm - 1:25 pm,3.77,23,3,MGT,Seletha,Butler
201702,23575,A,3,3:05 pm - 4:25 pm,3.4,65,3,MGT,Arnold,Rubinoff
201702,20581,B,3,4:35 pm - 5:55 pm,3.4,56,3,MGT,Arnold,Rubinoff
201702,30135,C,3,9:35 am - 10:55 am,3.57,29,3,MGT,Vijayaraghavan,Venkataraman
201702,20580,D,3,12:05 pm - 1:25 pm,3.36,56,3,MGT,James,Hoadley
201702,29076,A,3,9:35 am - 10:55 am,3.83,50,3,MGT,William,Todd
201702,26811,A,3,1:35 pm - 2:55 pm,3.42,12,3,MGT,Henry,Sauermann
201702,30398,A,3,10:05 am - 10:55 am,3,33,3,MGT,Michael,Smith
201702,27030,TM,3,4:35 pm - 5:55 pm,3.91,32,3,MGT,Karthik,Ramachandran
201702,29075,A,3,3:05 pm - 4:25 pm,3.52,34,3,MGT,Lizhen,Xu
201702,29074,B,3,4:35 pm - 5:55 pm,3.39,34,3,MGT,Lizhen,Xu
201702,22114,A,3,9:35 am - 10:55 am,3.71,14,4,MGT,Donald,Young
201702,21404,A,3,9:35 am - 10:55 am,3.12,25,4,MGT,Ryan,Blunck
201702,20777,A,3,1:35 pm - 2:55 pm,3.25,21,4,MGT,Ryan,Blunck
201702,20778,A,3,8:05 am - 9:25 am,3.25,20,4,MGT,Deborah,Turner
201702,30386,A,3,12:05 pm - 1:25 pm,3.79,14,4,MGT,Deborah,Turner
201702,30399,A,3,12:05 pm - 1:25 pm,3.89,44,4,MGT,Karthik,Kannan
201702,26078,A,3,8:05 am - 8:55 am,3,23,4,MGT,Michael,Smith
201702,20582,A,3,12:05 pm - 1:25 pm,3.71,14,4,MGT,Hongchang,Wang
201702,27741,A,3,3:05 pm - 4:25 pm,3.67,36,4,MGT,Dongjun,Wu
201702,27753,A,3,3:05 pm - 4:25 pm,3.45,21,4,MGT,Joycelyn,Ward
201702,27752,TM,3,4:35 pm - 5:55 pm,4,13,4,MGT,Joycelyn,Ward
201702,20583,A,3,1:35 pm - 2:55 pm,3.65,45,4,MGT,Zhanfei,Lei
201702,24153,A,3,9:35 am - 10:55 am,3.82,17,4,MGT,Jacqueline,Garner
201702,27028,B,3,1:35 pm - 2:55 pm,3.7,34,4,MGT,Jacqueline,Garner
201702,26847,A,3,1:35 pm - 2:55 pm,3.47,20,4,MGT,Alex,Hsu
201702,23580,A,3,12:05 pm - 1:25 pm,3.31,64,4,MGT,Nishant,Dass
201702,26072,A,3,12:05 pm - 1:25 pm,3.4,34,4,MGT,Alan,Flury
201702,26092,A,3,9:35 am - 10:55 am,2.8,6,4,MGT,Gail,Evans
201702,20586,A,3,4:35 pm - 5:55 pm,3.67,10,4,MGT,Alan,Flury
201702,23584,A,3,4:35 pm - 5:55 pm,3.32,21,4,MGT,Gregory,Marr
201702,23583,A,3,12:05 pm - 1:25 pm,3.84,39,4,MGT,Robert,Thomas
201702,24769,A,3,3:05 pm - 4:25 pm,3.88,26,4,MGT,Robert,Thomas
201702,30811,HP,3,3:05 pm - 4:25 pm,4,12,4,MGT,Robert,Thomas
201702,27893,A,3,9:35 am - 10:55 am,3.33,45,4,MGT,Stuart,Graham
201702,21704,B,3,12:05 pm - 1:25 pm,3.27,44,4,MGT,Stuart,Graham
201702,26223,C,3,9:35 am - 10:55 am,3.36,37,4,MGT,Mayank,Jaiswal
201702,27712,D,3,12:05 pm - 1:25 pm,3.11,45,4,MGT,Jonathan,Giuliano
201702,21703,E,3,1:35 pm - 2:55 pm,3.62,26,4,MGT,Mayank,Jaiswal
201702,22116,A,3,9:35 am - 10:55 am,3,17,4,MGT,Peter,Vantine
201702,26075,A,3,4:35 pm - 5:55 pm,3.94,17,4,MGT,Aaron,Hackett
201702,24767,A,3,12:05 pm - 1:25 pm,3.71,24,4,MGT,Francis,Ulgado
201702,24768,A,3,8:05 am - 9:25 am,3.21,20,4,MGT,Peter,Vantine
201702,26080,A,3,1:35 pm - 2:55 pm,3.73,41,4,MGT,Michael,Buchanan
201702,27714,A,3,1:35 pm - 2:55 pm,3.3,23,4,MGT,Samuel,Bond
201702,23639,A,3,3:05 pm - 4:25 pm,4,9,4,MGT,Francis,Ulgado
201702,27715,A,3,9:35 am - 10:55 am,3.48,24,4,MGT,Sundaresan,Jayaraman
201702,30448,A,3,1:35 pm - 2:55 pm,3.46,29,4,MGT,Venkat,Venkateswaran
201702,29135,A,3,3:05 pm - 4:25 pm,3.66,42,4,MGT,Robert,Myers
201702,30447,A,3,4:35 pm - 5:55 pm,3.44,18,4,MGT,Venkat,Venkateswaran
201702,27718,A,3,3:05 pm - 4:25 pm,4,24,4,MGT,Necati,Tereyagoglu
201702,29140,A,3,9:35 am - 10:55 am,3.96,23,4,MGT,Basak,Kalkanci
201702,29137,B,3,12:05 pm - 1:25 pm,3.63,19,4,MGT,Basak,Kalkanci
201702,28652,A,3,8:05 am - 9:25 am,3.48,43,4,MGT,Richard,Sapp
201702,26088,A,3,3:05 pm - 4:25 pm,3.43,14,4,MGT,Gregory,Marr
201702,22115,A,3,3:05 pm - 4:25 pm,3.88,17,4,MGT,Jonathan,Giuliano
201702,28653,A,3,6:05 pm - 8:55 pm,3.64,11,4,MGT,Peter,Swire
201702,24154,TM,4,4:35 pm - 5:55 pm,3.88,42,4,MGT,Han,Zhang
201702,25503,B,3,9:35 am - 10:55 am,3.77,23,4,MGT,Peng,Xie
201702,27738,C,3,1:35 pm - 2:55 pm,3.71,18,4,MGT,Adithya,Pattabhiramaiah
201702,23622,D,3,4:35 pm - 5:55 pm,4,1,4,MGT,Barry,Branch
201702,27742,E,3,1:35 pm - 2:55 pm,3.44,36,4,MGT,Dong,Liu
201702,25424,F,3,12:05 pm - 1:25 pm,4,24,4,MGT,Michael,Buchanan
201702,26827,SL2,3,4:35 pm - 5:55 pm,3.71,7,4,MGT,Michael,Oxman
201702,30360,A,3,9:05 am - 9:55 am,4,8,4,MGT,William,Todd
201702,28001,A,3,4:35 pm - 5:55 pm,3.71,41,6,MGT,Ryan,Blunck
201702,24747,EM,3,6:05 pm - 8:55 pm,3.61,43,6,MGT,Arnold,Schneider
201702,23791,A,3,9:35 am - 10:55 am,4,4,6,MGT,Ryan,Blunck
201702,29514,EMA,3,9:35 am - 10:55 am,3.25,4,6,MGT,Ryan,Blunck
201702,20779,A,3,1:35 pm - 2:55 pm,3,3,6,MGT,Ryan,Blunck
201702,24748,EMA,3,1:35 pm - 2:55 pm,4,1,6,MGT,Ryan,Blunck
201702,22134,A,3,8:05 am - 9:25 am,3.75,5,6,MGT,Deborah,Turner
201702,22884,A,3,1:35 pm - 2:55 pm,4,22,6,MGT,Dongjun,Wu
201702,26946,EMA,3,1:35 pm - 2:55 pm,3.67,3,6,MGT,Dongjun,Wu
201702,23627,A,3,9:05 am - 11:55 am,4,30,6,MGT,Sridhar,Narasimhan
201702,24851,EMA,3,9:05 am - 11:55 am,4,3,6,MGT,Sridhar,Narasimhan
201702,24862,A,3,6:05 pm - 8:55 pm,4,7,6,MGT,Nishant,Dass
201702,23585,EMA,3,6:05 pm - 8:55 pm,4,10,6,MGT,Nishant,Dass
201702,21189,A,3,4:35 pm - 5:55 pm,3.56,23,6,MGT,Seo,Lee
201702,29516,EMA,3,4:35 pm - 5:55 pm,3,5,6,MGT,Seo,Lee
201702,20780,A,3,3:05 pm - 4:25 pm,3.63,46,6,MGT,Soohun,Kim
201702,31469,EMA,3,3:05 pm - 4:25 pm,3,1,6,MGT,Soohun,Kim
201702,26856,A,3,3:05 pm - 4:25 pm,3.8,5,6,MGT,Barry,Branch
201702,27946,EM,3,3:05 pm - 4:25 pm,4,1,6,MGT,Barry,Branch
201702,26855,A,3,4:35 pm - 5:55 pm,4,6,6,MGT,Barry,Branch
201702,26814,A,3,3:05 pm - 5:55 pm,3.91,23,6,MGT,Christina,Shalley
201702,26815,EM,3,6:05 pm - 8:55 pm,3.76,30,6,MGT,Christina,Shalley
201702,31157,EMA,3,3:05 pm - 5:55 pm,3.71,7,6,MGT,Christina,Shalley
201702,22885,A,3,9:35 am - 10:55 am,3.88,29,6,MGT,Dennis,Nagao
201702,29513,EMA,3,9:35 am - 10:55 am,4,1,6,MGT,Dennis,Nagao
201702,26094,A,3,9:35 am - 10:55 am,3.5,4,6,MGT,Gail,Evans
201702,29479,B,3,1:35 pm - 2:55 pm,3.95,20,6,MGT,Jonathan,Giuliano
201702,26076,EMA,3,6:05 pm - 8:55 pm,3.86,30,6,MGT,Jonathan,Giuliano
201702,31380,EMB,3,1:35 pm - 2:55 pm,4,2,6,MGT,Jonathan,Giuliano
201702,29159,A,3,4:35 pm - 5:55 pm,4,30,6,MGT,John,Mcintyre
201702,29834,EMA,3,4:35 pm - 5:55 pm,4,2,6,MGT,John,Mcintyre
201702,30401,A,3,9:35 am - 10:55 am,3.58,36,6,MGT,Yu,Hu
201702,30402,B,3,12:05 pm - 1:25 pm,3.44,16,6,MGT,Yu,Hu
201702,30403,C,3,1:35 pm - 2:55 pm,3.95,42,6,MGT,Beverly,Wright
201702,31504,D,3,6:05 pm - 8:55 pm,4,1,6,MGT,Yu,Hu
201702,30400,EM,3,6:05 pm - 8:55 pm,3.43,29,6,MGT,Yu,Hu
201702,31059,EMA,3,9:35 am - 10:55 am,3.5,2,6,MGT,Yu,Hu
201702,21143,A,3,3:05 pm - 4:25 pm,3.67,32,6,MGT,Samuel,Bond
201702,24890,EMA,3,3:05 pm - 4:25 pm,3.5,5,6,MGT,Samuel,Bond
201702,23701,EMB,3,6:05 pm - 8:55 pm,3.6,46,6,MGT,Samuel,Bond
201702,21144,A,3,12:05 pm - 1:25 pm,3.76,45,6,MGT,Omer,Ozturk
201702,27994,B,3,6:05 pm - 8:55 pm,3.83,6,6,MGT,Omer,Ozturk
201702,27944,EMA,3,12:05 pm - 1:25 pm,3.33,5,6,MGT,Omer,Ozturk
201702,23702,EMB,3,6:05 pm - 8:55 pm,3.65,41,6,MGT,Omer,Ozturk
201702,26077,A,3,6:05 pm - 8:55 pm,3.91,11,6,MGT,Karthik,Ramachandran
201702,26170,EMA,3,6:05 pm - 8:55 pm,3.87,31,6,MGT,Karthik,Ramachandran
201702,22886,A,3,6:05 pm - 8:55 pm,3.75,4,6,MGT,John,Parkerson
201702,27740,B,3,6:05 pm - 8:55 pm,4,2,6,MGT,James,Hoadley
201702,28990,C,3,6:05 pm - 8:55 pm,4,6,6,MGT,Abraham,Leibovitch
201702,24499,EMA,3,6:05 pm - 8:55 pm,3.93,15,6,MGT,John,Parkerson
201702,23650,EMB,3,6:05 pm - 8:55 pm,4,6,6,MGT,James,Hoadley
201702,28989,EMC,3,6:05 pm - 8:55 pm,4,12,6,MGT,Abraham,Leibovitch
201702,28995,A,3,6:05 pm - 8:55 pm,4,6,6,MGT,Latife,Toktay-Tsiotras
201702,28991,EMA,3,6:05 pm - 8:55 pm,4,30,6,MGT,Latife,Toktay-Tsiotras
201702,21705,A,3,12:05 pm - 1:25 pm,3.95,21,6,MGT,Robert,Myers
201702,28285,EMA,3,12:05 pm - 1:25 pm,3.67,3,6,MGT,Robert,Myers
201702,24216,A,3,1:35 pm - 2:55 pm,3.91,65,6,MGT,Necati,Tereyagoglu
201702,24836,EMA,3,1:35 pm - 2:55 pm,3.8,5,6,MGT,Necati,Tereyagoglu
201702,24221,EMB,3,6:05 pm - 8:55 pm,3.86,44,6,MGT,Necati,Tereyagoglu
201702,29145,A,3,4:35 pm - 5:55 pm,3.86,37,6,MGT,Atalay,Atasu
201702,29146,EMA,3,4:35 pm - 5:55 pm,3.2,5,6,MGT,Atalay,Atasu
