term,crn,section,credits,time,gpa,enrollment,difficulty,department,fName,lName
201702,26834,B,4,10:00 am - 11:30 am,3.97,63,6,IMBA,Han,Zhang
201702,25708,A,3,9:35 am - 10:55 am,3.1,100,6,CSE,Umit,Catalyurek
201702,27743,A,3,4:35 pm - 5:55 pm,3.81,111,6,CSE,Andrew,Gardner
201702,26023,A,3,4:35 pm - 5:55 pm,3.96,184,6,CSE,Duenhorng,Chau
201702,31251,A,3,3:05 pm - 4:25 pm,4,29,6,CSE,Jimeng,Sun
201702,23636,A,3,11:05 am - 11:55 am,3.02,67,6,CSE,Edmond,Chow
201702,23008,A,3,3:05 pm - 4:25 pm,4,12,6,CSE,Molei,Tao
201702,23633,A,3,3:05 pm - 4:25 pm,3.81,95,6,CSE,Brian,Swenson
201702,23207,A,3,3:05 pm - 5:55 pm,4,7,6,CSE,Michael,Salomone
201702,22811,A,3,12:05 pm - 12:55 pm,3.11,85,1,INTA,Kuen-Da,Lin
201702,30246,A,3,2:05 pm - 2:55 pm,3.66,98,1,INTA,Mark,Taylor
201702,30761,A,1,2:05 pm - 2:55 pm,2,78,2,INTA,Joseph,Bankoff
201702,22812,A,3,9:35 am - 10:55 am,3.62,27,2,INTA,Peter,Brecke
201702,22813,A,3,1:35 pm - 2:55 pm,3.52,133,2,INTA,Eliza,Markley
201702,22814,A,3,12:05 pm - 1:25 pm,3.19,41,2,INTA,Seymour,Goodman
201702,30762,HP,3,9:35 am - 10:55 am,3.56,18,2,INTA,Seymour,Goodman
201702,27686,A,3,9:05 am - 9:55 am,3.48,23,2,INTA,Alberto,Fuentes
201702,30763,A,3,11:05 am - 11:55 am,3.29,21,2,INTA,Rachel,Whitlark
201702,30760,A,3,10:05 am - 10:55 am,3.84,30,2,INTA,Joseph,Pedicino
201702,30765,A,3,9:35 am - 10:55 am,3.68,29,2,INTA,Kirk,Bowman
201702,27687,A,3,4:35 pm - 5:55 pm,3.62,29,3,INTA,Mikulas,Fabry
201702,30810,A,3,12:05 pm - 2:55 pm,4,17,3,INTA,Mariel,Borowitz
201702,29355,UN,3,4:35 pm - 5:55 pm,4,5,3,INTA,Joseph,Pedicino
201702,28950,A,3,12:05 pm - 1:25 pm,3.85,15,3,INTA,Eliza,Markley
201702,27885,A,3,1:05 pm - 1:55 pm,2.97,29,3,INTA,Rachel,Whitlark
201702,26850,A,3,3:05 pm - 4:25 pm,3.5,15,3,INTA,Katja,Weber
201702,30766,A,3,10:05 am - 10:55 am,2.91,13,3,INTA,Kuen-Da,Lin
201702,30767,A,3,12:05 pm - 1:25 pm,3.64,16,3,INTA,Katja,Weber
201702,22815,A,3,11:05 am - 11:55 am,3.2,25,3,INTA,Scott,Brown
201702,30781,A,3,1:35 pm - 2:55 pm,3.6,30,3,INTA,Kirk,Bowman
201702,22816,A,3,12:05 pm - 1:25 pm,3.33,21,3,INTA,Philip,Wang
201702,31313,A,3,9:35 am - 10:55 am,4,7,3,INTA,Thomas,Boston
201702,26091,A,3,3:05 pm - 5:55 pm,4,24,4,INTA,Michael,Salomone
201702,30785,A,3,1:35 pm - 2:55 pm,3.64,14,4,INTA,Mikulas,Fabry
201702,24776,A,3,3:05 pm - 5:55 pm,4,4,4,INTA,Alasdair,Young
201702,24777,B,3,3:05 pm - 5:55 pm,4,8,4,INTA,Diane,Alleva
201702,26851,A,3,3:05 pm - 5:55 pm,4,11,4,INTA,Michael,Salomone
201702,30788,A,3,12:05 pm - 2:55 pm,4,6,4,INTA,Neha,Kumar
201702,29317,NK,3,3:05 pm - 5:55 pm,4,2,4,INTA,Neha,Kumar
201702,22818,A,3,3:05 pm - 5:55 pm,4,8,6,INTA,Michael,Salomone
201702,22819,A,3,6:05 pm - 8:55 pm,3.7,20,6,INTA,Lawrence,Rubin
201702,24779,A,3,6:05 pm - 8:55 pm,3.7,23,6,INTA,Anjali,Bohlken
201702,24778,A,3,6:05 pm - 8:55 pm,3.73,22,6,INTA,Philip,Wang
201702,24781,A,3,6:05 pm - 8:55 pm,3.45,11,6,INTA,Mark,Taylor
201702,22817,A,3,3:05 pm - 5:55 pm,4,7,6,INTA,Michael,Salomone
201702,31314,DB,3,9:35 am - 10:55 am,4,2,8,INTA,Thomas,Boston
201702,30790,DL,3,10:05 am - 10:55 am,3,3,8,INTA,Kuen-Da,Lin
201702,29051,EM,3,12:05 pm - 1:25 pm,4,6,8,INTA,Eliza,Markley
201702,30791,KB,3,1:35 pm - 2:55 pm,4,5,8,INTA,Kirk,Bowman
201702,26854,KW1,3,3:05 pm - 4:25 pm,3,6,8,INTA,Katja,Weber
201702,30789,KW2,3,12:05 pm - 1:25 pm,4,2,8,INTA,Katja,Weber
201702,30862,MB,3,12:05 pm - 2:55 pm,4,9,8,INTA,Mariel,Borowitz
201702,27688,MF1,3,4:35 pm - 5:55 pm,3.4,5,8,INTA,Mikulas,Fabry
201702,30793,MF2,3,1:35 pm - 2:55 pm,3.75,4,8,INTA,Mikulas,Fabry
201702,29059,NK,3,3:05 pm - 5:55 pm,4,3,8,INTA,Neha,Kumar
201702,20702,A,3,10:05 am - 10:55 am,2.77,105,2,PHYS,James,Sowell
201702,22169,A,4,11:05 am - 11:55 am,3.15,149,2,PHYS,Elisabetta,Matsumoto
201702,20880,B,4,9:05 am - 9:55 am,3.16,199,2,PHYS,Simon,Sponberg
201702,20881,C,4,12:05 pm - 12:55 pm,2.95,215,2,PHYS,Eric,Murray
201702,20879,K,4,11:05 am - 11:55 am,3.08,240,2,PHYS,Edwin,Greco
201702,22168,M,4,10:05 am - 10:55 am,3.28,240,2,PHYS,Edwin,Greco
201702,30878,C,4,9:05 am - 9:55 am,3.41,50,2,PHYS,James,Gumbart
201702,20882,G,4,10:05 am - 10:55 am,2.96,137,2,PHYS,Martin,Jarrio
201702,22182,H,4,9:05 am - 9:55 am,3.33,53,2,PHYS,Martin,Mourigal
201702,22183,P,4,12:05 pm - 12:55 pm,3.09,240,2,PHYS,Nicholas,Darnton
201702,22207,Q,4,11:05 am - 11:55 am,2.99,231,2,PHYS,Daniel,Goldman
201702,20884,A,3,12:05 pm - 12:55 pm,2.78,78,2,PHYS,Ahmet,Uzer
201702,21008,B,3,9:05 am - 9:55 am,3.5,34,2,PHYS,Chandra,Raman
201702,20457,A,5,10:05 am - 10:55 am,2.53,22,2,PHYS,Ahmet,Uzer
201702,21243,A,2,1:35 pm - 2:55 pm,3.67,27,2,PHYS,Kenneth,Barker
201702,20458,A,3,11:05 am - 11:55 am,2.56,36,3,PHYS,David,Ballantyne
201702,22215,A,3,12:05 pm - 1:25 pm,3.16,36,3,PHYS,Andrew,Scherbakov
201702,29784,B,3,9:35 am - 10:55 am,3.15,17,3,PHYS,Michael,Pustilnik
201702,20703,A,3,10:05 am - 10:55 am,3.53,68,3,PHYS,Kurt,Wiesenfeld
201702,24787,A,3,10:05 am - 10:55 am,3.52,33,3,PHYS,Shina,Tan
201702,21768,A,2,3:05 pm - 3:55 pm,3.5,10,3,PHYS,Michael,Chapman
201702,24788,A,4,12:05 pm - 1:25 pm,3.73,30,3,PHYS,John,Wise
201702,24789,A,3,1:35 pm - 2:55 pm,3.08,36,4,PHYS,Phillip,First
201702,20459,A,3,12:05 pm - 1:25 pm,2.67,27,4,PHYS,Carlos,Melo
201702,30747,A,5,1:05 pm - 1:55 pm,3.67,3,4,PHYS,Adam,Otte
201702,21769,A,3,12:05 pm - 12:55 pm,3.2,5,4,PHYS,Colin,Parker
201702,20704,A,3,1:05 pm - 1:55 pm,3.67,9,4,PHYS,Walter,Heer
201702,30680,A,3,2:05 pm - 2:55 pm,3.07,19,4,PHYS,Ignacio,Taboada
201702,20460,A,3,3:05 pm - 3:55 pm,2.92,13,4,PHYS,Edward,Conrad
201702,27102,A,3,9:05 am - 9:55 am,3.2,13,4,PHYS,Tamara,Bogdanovic
201702,21207,UZI,2,1:05 pm - 2:55 pm,4,10,4,PHYS,Uzi,Landman
201702,20706,A,3,9:35 am - 10:55 am,3.43,21,6,PHYS,Thomas,Kennedy
201702,20707,A,3,9:05 am - 9:55 am,3.91,22,6,PHYS,Markus,Kindermann
201702,20708,A,3,10:05 am - 10:55 am,3.5,25,6,PHYS,Harold,Kim
201702,20709,A,3,12:05 pm - 1:25 pm,4,5,6,PHYS,Zhigang,Jiang
201702,24848,A,3,11:05 am - 11:55 am,4,3,6,PHYS,Thomas,Gaylord
201702,30682,A,3,12:05 pm - 1:25 pm,3.83,18,7,PHYS,Deirdre,Shoemaker
201702,21208,UZI,2,1:05 pm - 2:55 pm,4,4,8,PHYS,Uzi,Landman
201702,29548,D,3,12:35 pm - 1:55 pm,4,10,8,PHYS,Dragomir,Davidovic
201702,29598,F,3,12:05 pm - 12:55 pm,3.73,14,8,PHYS,Alberto,Fernandez-Nieves
201702,29009,T,3,1:35 pm - 2:55 pm,4,3,8,PHYS,Rick,Trebino
201702,26748,A,3,9:05 am - 9:55 am,2.8,84,1,PSYC,Anderson,Smith
201702,20300,B,3,2:05 pm - 2:55 pm,3.63,107,1,PSYC,Christopher,Stanzione
201702,20301,C,3,1:05 pm - 1:55 pm,3.38,107,1,PSYC,David,Martinez
201702,20302,D,3,10:05 am - 10:55 am,3.32,113,1,PSYC,Paul,Verhaeghen
201702,22862,E,3,11:05 am - 11:55 am,3.39,111,1,PSYC,Christopher,Stanzione
201702,29174,F,3,3:05 pm - 4:25 pm,3.4,98,1,PSYC,Shivangi,Jain
201702,22901,G,3,9:35 am - 10:55 am,3.76,176,1,PSYC,Malia,Crane
201702,22902,I,3,12:05 pm - 1:25 pm,3.2,108,1,PSYC,Dianne,Leader
201702,28071,A,3,9:35 am - 10:55 am,3.82,11,2,PSYC,Ruperto,Perez
201702,22864,A,4,1:35 pm - 2:55 pm,3.5,84,2,PSYC,Eric,Stearman
201702,24086,A,4,9:35 am - 10:55 am,3.2,11,2,PSYC,Daniel,Spieler
201702,20685,A,3,12:05 pm - 1:25 pm,3.29,58,2,PSYC,Sarah,Wilson
201702,31134,A,3,2:05 pm - 4:55 pm,3.3,11,2,PSYC,Lizanne,Destefano
201702,20303,A,3,1:05 pm - 1:55 pm,3.97,80,2,PSYC,Shriradha,Geigerman
201702,20304,A,3,11:05 am - 11:55 am,3.51,39,2,PSYC,Kathryn,Narciso
201702,21755,A,3,3:05 pm - 4:25 pm,3.41,101,2,PSYC,Dianne,Leader
201702,20686,A,3,1:35 pm - 2:55 pm,3.69,108,2,PSYC,Christopher,Stanzione
201702,21258,A,3,1:05 pm - 1:55 pm,3.57,25,2,PSYC,David,Illingworth
201702,30566,A,3,10:05 am - 10:55 am,3.22,64,3,PSYC,Eric,Schumacher
201702,29737,A,3,3:05 pm - 4:25 pm,3.67,9,3,PSYC,Caleb,Southern
201702,30434,A,4,10:05 am - 10:55 am,3.06,17,4,PSYC,Richard,Catrambone
201702,30430,A,3,9:05 am - 9:55 am,2.96,28,4,PSYC,Scott,Moffat
201702,20951,A,4,1:35 pm - 4:25 pm,3.17,12,4,PSYC,Francis,Durso
201702,30567,A,4,11:05 am - 11:55 am,3.14,8,4,PSYC,Mark,Wheeler
201702,30871,B,4,11:05 am - 11:55 am,3.2,10,4,PSYC,Mark,Wheeler
201702,29240,A,3,4:35 pm - 5:55 pm,3.5,12,4,PSYC,Dobromir,Rahnev
201702,29177,SM,3,12:05 pm - 2:55 pm,3.64,14,4,PSYC,Scott,Moffat
201702,20952,A,3,11:05 am - 11:55 am,2.9,11,6,PSYC,Mark,Wheeler
201702,30437,A,3,9:35 am - 10:55 am,4,9,6,PSYC,Jenny,Singleton
201702,20687,A,5,10:05 am - 11:55 am,3.83,12,6,PSYC,Christopher,Hertzog
201702,23648,A,4,9:35 am - 10:55 am,2.83,7,6,PSYC,Daniel,Spieler
201702,24757,A,1,12:05 pm - 12:55 pm,1,22,6,PSYC,Daniel,Spieler
201702,22479,A,3,3:05 pm - 4:25 pm,4,4,6,PSYC,Lauren,Wilcox
201702,26751,A,3,1:35 pm - 4:25 pm,3.71,7,7,PSYC,Jamie,Gorman
201702,30882,A,3,4:05 pm - 6:55 pm,4,3,7,PSYC,Ruth,Kanfer
201702,21552,A,3,1:05 pm - 3:55 pm,3.63,11,7,PSYC,Susan,Embretson
201702,30885,A,3,4:05 pm - 6:55 pm,4,1,8,PSYC,Phillip,Ackerman
201702,26649,A,3,9:35 am - 10:55 am,3.04,43,4,CX,Umit,Catalyurek
201702,26720,A,3,3:05 pm - 4:25 pm,3.74,38,4,CX,Richard,Vuduc
201702,26729,A,3,3:05 pm - 5:55 pm,4,5,4,CX,Michael,Salomone
201702,26650,A,3,12:05 pm - 1:25 pm,3.6,38,4,CX,Le,Song
201702,26728,A,3,4:35 pm - 5:55 pm,3.83,33,4,CX,Duenhorng,Chau
201702,25213,RP,3,12:05 pm - 1:25 pm,3.09,13,3,PUBP,Robert,Pikowsky
201702,24160,MM,3,12:05 pm - 1:25 pm,3.59,22,3,PUBP,Milton,Mueller
201702,24161,YL,3,1:35 pm - 2:55 pm,3.63,19,3,PUBP,You,Lee
201702,28876,WW,3,3:05 pm - 4:25 pm,3.85,13,3,PUBP,John,Wynens
201702,28878,GP,3,3:05 pm - 5:55 pm,3.73,12,3,PUBP,Georgia,Persons
201702,25986,DM,3,9:35 am - 10:55 am,3.75,33,3,PUBP,Daniel,Matisoff
201702,25199,KI,3,9:05 am - 11:55 am,3.14,21,4,PUBP,Kimberley,Isett
201702,25356,WW,3,12:05 pm - 1:25 pm,3.58,33,4,PUBP,John,Wynens
201702,30422,CL,3,1:35 pm - 2:55 pm,3.39,19,4,PUBP,Cheryl,Leggon
201702,26749,MF,3,3:05 pm - 4:25 pm,3.13,16,4,PUBP,Mary,Fox
201702,22891,YL,3,10:35 am - 11:55 am,3.57,8,4,PUBP,You,Lee
201702,30799,JR,3,3:05 pm - 4:25 pm,4,6,4,PUBP,Juan,Rogers
201702,30875,CT,3,6:05 pm - 8:55 pm,3.73,17,4,PUBP,Robert,Pikowsky
201702,29171,LK,3,1:35 pm - 2:55 pm,3.32,23,4,PUBP,Lawrence,Keller
201702,30801,KI,3,4:35 pm - 7:25 pm,3.2,6,4,PUBP,Kimberley,Isett
201702,30507,LK,3,12:05 pm - 1:25 pm,3.1,39,4,PUBP,Lawrence,Keller
201702,29175,GK,3,3:05 pm - 4:25 pm,4,5,4,PUBP,Gordon,Kingsley
201702,26061,GP,3,12:05 pm - 1:25 pm,4,5,4,PUBP,Georgia,Persons
201702,27737,HP,3,10:05 am - 10:55 am,4,9,4,PUBP,Alice,Favero
201702,30893,PS,3,6:05 pm - 8:55 pm,3.5,2,4,PUBP,Peter,Swire
201702,20382,MH,3,3:05 pm - 4:25 pm,3.63,19,6,PUBP,Michael,Hoffmann
201702,24162,GK,3,9:05 am - 10:25 am,3.62,13,6,PUBP,Gordon,Kingsley
201702,30512,GK,3,3:05 pm - 4:25 pm,3.57,8,6,PUBP,Gordon,Kingsley
201702,26770,AC,3,1:05 pm - 2:25 pm,3.71,7,6,PUBP,Benjamin,Chupp
201702,29176,MR,3,1:35 pm - 2:55 pm,3.8,5,6,PUBP,Michael,Rodgers
201702,27736,EM,3,9:35 am - 10:55 am,3.2,6,6,PUBP,Emanuele,Massetti
201702,28152,DM,3,3:05 pm - 4:25 pm,4,3,6,PUBP,Daniel,Matisoff
201702,30997,LC,3,4:35 pm - 7:25 pm,3.55,11,6,PUBP,Cheryl,Leggon
201702,30797,MF,3,6:05 pm - 8:55 pm,3.6,6,6,PUBP,Mary,Fox
201702,30798,JR,3,3:05 pm - 4:25 pm,4,1,6,PUBP,Juan,Rogers
201702,31694,MM,3,3:05 pm - 5:50 pm,3.75,4,6,PUBP,Milton,Mueller
201702,24225,MB,3,12:05 pm - 2:55 pm,3.57,17,6,PUBP,Marilyn,Brown
201702,30892,PS,3,6:05 pm - 8:55 pm,4,2,6,PUBP,Peter,Swire
201702,30449,JY,3,10:35 am - 11:55 am,3.86,7,6,PUBP,Jan,Youtie
201702,25440,ME,3,6:05 pm - 8:55 pm,3,3,6,PUBP,Michael,Elliott
201702,30450,EM,3,12:05 pm - 1:25 pm,3.44,9,8,PUBP,Emanuele,Massetti
201702,26890,MD,3,9:35 am - 10:55 am,3.62,16,8,PUBP,Garry,Gabison
201702,29184,GG,3,1:35 pm - 2:55 pm,3.6,6,8,PUBP,Garry,Gabison
201702,30844,BC,3,10:35 am - 11:55 am,4,7,8,PUBP,Marilyn,Brown
201702,30877,CT,3,6:05 pm - 8:55 pm,4,1,8,PUBP,Robert,Pikowsky
201702,26068,GP,3,12:05 pm - 1:25 pm,4,1,8,PUBP,Georgia,Persons
201702,30861,AF,3,10:05 am - 10:55 am,4,1,8,PUBP,Alice,Favero
201702,30846,JR,3,4:35 pm - 5:55 pm,4,8,8,PUBP,Juan,Rogers
201702,21660,A,2,3:05 pm - 3:55 pm,2.86,52,2,COE,Philip,Roberts
201702,21657,B,2,1:05 pm - 1:55 pm,2.41,40,2,COE,Martina,Balic
201702,21656,C,2,10:05 am - 10:55 am,3.09,59,2,COE,Haiying,Huang
201702,22068,D,2,2:05 pm - 2:55 pm,3.24,37,2,COE,Leonid,Germanovich
201702,25546,E,2,3:05 pm - 3:55 pm,2.84,39,2,COE,Leonid,Germanovich
201702,21661,F,2,3:05 pm - 3:55 pm,3.24,60,2,COE,Shuman,Xia
201702,21659,G,2,2:05 pm - 2:55 pm,3.17,30,2,COE,Matthew,McDowell
201702,26062,H,2,12:05 pm - 12:55 pm,3.48,24,2,COE,Ting,Zhu
201702,21658,I,2,11:05 am - 11:55 am,2.71,36,2,COE,Rudolph,Gleason
201702,26737,J,2,8:05 am - 8:55 am,2.91,61,2,COE,Christine,Valle
201702,26738,K,2,10:05 am - 10:55 am,2.83,37,2,COE,Rudolph,Gleason
201702,26743,M,2,10:05 am - 10:55 am,2.81,62,2,COE,Julian,Rimoli
201702,27149,N,2,1:35 pm - 2:25 pm,2.91,53,2,COE,Min-Feng,Yu
201702,30687,R1,2,5:00 pm - 5:55 pm,2.93,30,2,COE,Mohamed,Benbettaieb
201702,26739,A,3,9:35 am - 10:55 am,3.13,42,3,COE,Min-Feng,Yu
201702,21662,B,3,10:05 am - 10:55 am,3.23,65,3,COE,Phanish,Suryanarayana
201702,25937,C,3,12:05 pm - 1:25 pm,2.93,59,3,COE,Barry,Goodno
201702,23754,D,3,3:05 pm - 4:25 pm,2.83,56,3,COE,Barry,Goodno
201702,22067,F,3,8:05 am - 9:25 am,3.19,64,3,COE,Laurence,Jacobs
201702,21663,G,3,4:35 pm - 5:55 pm,3.09,32,3,COE,Gun,Kim
201702,26744,H,3,3:05 pm - 4:25 pm,3.38,39,3,COE,Hang,Qi
201702,28674,I,3,2:05 pm - 2:55 pm,3.56,49,3,COE,Antonia,Antoniou
201702,26899,J,3,12:05 pm - 12:55 pm,3.4,48,3,COE,Min,Zhou
201702,30668,K,3,8:05 am - 9:25 am,3.15,55,3,COE,Chance,McColl
201702,23600,R1,3,12:30 pm - 2:00 pm,3.67,40,3,COE,Etienne,Patoor
201702,31095,R2,3,11:00 am - 12:30 pm,3.4,15,3,COE,Lynda,Chehami
201702,26803,F,4,1:05 pm - 1:55 pm,4,12,1,PERS,Roya,Mesbah
201702,27448,B01,1,2:05 pm - 2:55 pm,4,6,1,GT,Lacy,Hodges
201702,26736,B02,1,1:05 pm - 1:55 pm,4,6,1,GT,Nina,Climes
201702,27449,B03,1,10:05 am - 10:55 am,3.43,8,1,GT,Tonia,Knobf
201702,30536,IP,1,3:05 pm - 3:55 pm,3.67,4,1,GT,Jennifer,Evanuik
201702,27444,LED,1,11:05 am - 11:55 am,3.9,10,1,GT,Stacey,Doremus
201702,26905,A,3,9:35 am - 10:55 am,4,109,1,GT,Jeffrey,Davis
201702,30843,HP,2,4:35 pm - 6:25 pm,4,5,2,GT,Lisa,Tullier
201702,31261,RV,3,1:35 pm - 2:55 pm,3.56,19,2,GT,Wendy,Newstetter
201702,30895,SLS,3,12:05 pm - 1:25 pm,4,6,2,GT,Latife,Toktay-Tsiotras
201702,27091,A,3,3:05 pm - 3:55 pm,4,12,4,GT,Thomas,Orlando
201702,30620,BME,3,3:05 pm - 4:25 pm,3.12,17,4,GT,James,Rains
201702,30622,ECE,3,3:05 pm - 3:55 pm,4,8,4,GT,William,Smith
201702,29023,A,3,11:05 am - 11:55 am,3,43,2,ACCT,Siman,Li
201702,27702,B,3,12:05 pm - 1:25 pm,2.9,65,2,ACCT,Donald,Young
201702,20564,C,3,1:35 pm - 2:55 pm,3.08,53,2,ACCT,Donald,Young
201702,20563,D,3,12:05 pm - 1:25 pm,3.14,64,2,ACCT,Deborah,Turner
201702,22843,E,3,1:35 pm - 2:55 pm,3.48,65,2,ACCT,Deborah,Turner
201702,20566,A,3,9:35 am - 10:55 am,3.22,42,2,ACCT,Xi,Kuang
201702,25045,B,3,1:35 pm - 2:55 pm,3.08,43,2,ACCT,Xi,Kuang
201702,20565,C,3,3:05 pm - 4:25 pm,3.33,69,2,ACCT,Deborah,Turner
201702,30489,A,3,3:05 pm - 4:25 pm,3.57,32,1,HTS,Steven,Usselman
201702,30490,A,3,1:35 pm - 2:55 pm,3.33,26,2,HTS,Carla,Gerona
201702,26699,A,3,3:05 pm - 4:25 pm,3.56,39,2,HTS,Matthew,Hild
201702,30493,A,3,10:05 am - 10:55 am,3.29,39,2,HTS,Amy,D'Unger
201702,30495,A,3,1:05 pm - 1:55 pm,3.27,33,2,HTS,Laura,Bier
201702,29089,A,3,12:05 pm - 12:55 pm,2.86,38,2,HTS,Hanchao,Lu
201702,30496,A,3,12:05 pm - 1:25 pm,3.82,13,3,HTS,Todd,Michney
201702,26701,A,3,1:35 pm - 2:55 pm,3.7,35,3,HTS,Daniel,Amsterdam
201702,30497,A,3,9:05 am - 9:55 am,3.44,19,3,HTS,Allen,Hyde
201702,30498,A,3,12:05 pm - 1:25 pm,3.5,18,3,HTS,Willie,Pearson
201702,30499,A,3,12:05 pm - 1:25 pm,3.21,17,3,HTS,Sherie,Randolph
201702,26700,A,3,9:35 am - 10:55 am,3.87,33,3,HTS,Kenneth,Knoespel
201702,30501,A,3,3:05 pm - 4:25 pm,3.78,19,3,HTS,John,Tone
201702,30503,A,3,1:35 pm - 2:55 pm,3.29,32,3,HTS,William,Winders
201702,27578,A,3,9:35 am - 10:55 am,3.55,36,3,HTS,Matthew,Ventresca
201702,29132,A,3,2:05 pm - 2:55 pm,3.43,34,3,HTS,Brian,Jirout
201702,30504,A,3,11:05 am - 11:55 am,3.31,32,3,HTS,Kristie,Macrakis
201702,27579,A,3,1:35 pm - 2:55 pm,3.77,39,3,HTS,Matthew,Ventresca
201702,29218,A,3,3:05 pm - 4:25 pm,3.69,16,3,HTS,Carla,Gerona
201702,30752,A,3,3:05 pm - 5:55 pm,3.67,6,6,HTS,Gerhard,Krige
201702,30690,A,3,5:05 pm - 7:55 pm,4,4,8,HTS,Mary,McDonald
201702,21771,A,3,11:05 am - 11:55 am,3.5,149,1,SOC,Anne,Brown
201702,23452,A,3,8:05 am - 8:55 am,1,1,0,LS,Matthew,Conrad
201702,25240,RK,3,9:35 am - 10:55 am,3.92,25,2,PHIL,Robert,Kirkman
201702,30245,DJ,3,12:05 pm - 1:25 pm,3.73,32,3,PHIL,Daniel,Johnson
201702,28859,RP,3,12:05 pm - 1:25 pm,3.57,35,3,PHIL,Ruth,Poproski
201702,29025,R1,3,12:05 pm - 12:55 pm,3.56,30,3,PHIL,Robert,Rosenberger
201702,29036,R2,3,12:05 pm - 12:55 pm,3.52,30,3,PHIL,Robert,Rosenberger
201702,29037,R3,3,12:05 pm - 12:55 pm,3.27,29,3,PHIL,Robert,Rosenberger
201702,29038,R4,3,12:05 pm - 12:55 pm,3.07,30,3,PHIL,Robert,Rosenberger
201702,29039,R5,3,12:05 pm - 12:55 pm,3.52,29,3,PHIL,Robert,Rosenberger
201702,29041,R6,3,12:05 pm - 12:55 pm,3.44,30,3,PHIL,Robert,Rosenberger
201702,29169,HP,3,8:35 am - 9:55 am,3.9,20,3,PHIL,Robert,Rosenberger
201702,25224,K1,3,9:05 am - 9:55 am,3.46,27,3,PHIL,Hans,Klein
201702,25225,K2,3,9:05 am - 9:55 am,3.57,26,3,PHIL,Hans,Klein
201702,25226,K3,3,9:05 am - 9:55 am,3.63,25,3,PHIL,Hans,Klein
201702,25227,K4,3,9:05 am - 9:55 am,3.62,28,3,PHIL,Hans,Klein
201702,25228,K5,3,9:05 am - 9:55 am,3.44,28,3,PHIL,Hans,Klein
201702,25229,K6,3,9:05 am - 9:55 am,3.57,30,3,PHIL,Hans,Klein
201702,25241,RK,3,1:35 pm - 2:55 pm,3.87,35,4,PHIL,Robert,Kirkman
201702,25243,B2,1,12:05 pm - 1:55 pm,1,48,6,PHIL,Jason,Borenstein
201702,25244,B3,1,4:35 pm - 6:25 pm,2,48,6,PHIL,Jason,Borenstein
201702,30244,JB,3,10:05 am - 11:55 am,4,5,6,PHIL,Jason,Borenstein
201702,20323,A,3,10:05 am - 10:55 am,3.79,30,1,CEE,Martina,Balic
201702,20325,B,3,9:05 am - 9:55 am,3.41,30,1,CEE,Martina,Balic
201702,21655,A,2,3:05 pm - 3:55 pm,2.33,83,2,CEE,Arash,Yavari
201702,30410,A,3,9:35 am - 10:55 am,3.02,61,2,CEE,Konstantinos,Konstantinidis
201702,24087,B,3,1:35 pm - 2:55 pm,3.09,62,2,CEE,Konstantinos,Konstantinidis
201702,20174,A,3,12:05 pm - 1:25 pm,2.9,54,3,CEE,Adjo,Amekudzi-Kennedy
201702,23557,B,3,3:05 pm - 4:25 pm,3.18,30,3,CEE,Adjo,Amekudzi-Kennedy
201702,29083,D,3,8:05 am - 8:55 am,3.75,60,3,CEE,William,Daniel
201702,28796,D,3,10:05 am - 10:55 am,2.84,90,3,CEE,David,Scott
201702,25324,A,3,11:05 am - 11:55 am,3,59,3,CEE,Donald,Webster
201702,20830,A,3,1:35 pm - 2:55 pm,3,36,3,CEE,Yang,Wang
201702,28828,D,3,1:05 pm - 2:55 pm,3.87,23,3,CEE,Yongsheng,Chen
201702,28602,B,3,1:35 pm - 2:55 pm,3,67,3,CEE,Jorge,Laval
201702,21061,A,3,3:05 pm - 5:55 pm,3.18,76,4,CEE,Michael,Rodgers
201702,26670,B,3,3:05 pm - 5:55 pm,3.53,15,4,CEE,John,Koon
201702,20176,A,3,9:35 am - 10:55 am,3.19,90,4,CEE,Daniel,Castro
201702,24785,A,1,2:05 pm - 2:55 pm,2,15,4,CEE,Mariah,Austin
201702,28937,A,3,8:05 am - 9:25 am,3.71,55,4,CEE,Paul,Schlumper
201702,28823,D,3,12:05 pm - 12:55 pm,3.17,78,4,CEE,Hermann,Fritz
201702,22957,A,3,9:05 am - 9:55 am,3.27,12,4,CEE,Kevin,Haas
201702,20177,A,3,9:35 am - 10:55 am,3.28,38,4,CEE,Sotira,Yiacoumi
201702,28644,A,3,12:05 pm - 1:25 pm,3.48,47,4,CEE,Spyros,Pavlostathis
201702,29520,A1,3,1:35 pm - 2:55 pm,4,10,4,CEE,Joseph,Brown
201702,26674,A,3,1:05 pm - 1:55 pm,3.56,18,4,CEE,John,Koon
201702,28834,D,3,10:05 am - 10:55 am,3.43,48,4,CEE,Sheng,Dai
201702,30411,A,3,9:35 am - 10:55 am,4,11,4,CEE,Paul,Mayne
201702,30414,A,3,9:05 am - 9:55 am,3.33,10,4,CEE,Susan,Burns
201702,24968,A,3,9:35 am - 10:55 am,3.16,32,4,CEE,Abdul-Hamid,Zureick
201702,20178,A,3,8:05 am - 9:25 am,3.33,33,4,CEE,Donald,White
201702,30415,A,3,9:05 am - 9:55 am,3.39,57,4,CEE,Natalia,Cardelino
