index,term,course_num,section,gpa,enrollment
1543,201508,ISYE 6412,A,3.43,42
1544,201508,ISYE 6414,A,3.57,49
1545,201508,ISYE 6414,MSA,3.33,51
1546,201508,ISYE 6414,Q,4.00,5
1547,201508,ISYE 6644,A,3.51,78
1548,201508,ISYE 6644,Q,3.50,5
1549,201508,ISYE 6650,A,3.12,63
1550,201508,ISYE 6650,Q,3.10,12
1551,201508,ISYE 6650,QSZ,2.00,2
1552,201508,ISYE 6661,A,3.97,37
1553,201508,ISYE 6664,A,3.67,10
1554,201508,ISYE 6669,A,3.32,67
1555,201508,ISYE 6669,Q,2.83,7
1556,201508,ISYE 6673,A,3.08,14
1557,201508,ISYE 6679,A,3.22,11
1558,201508,ISYE 6740,A,3.55,34
1559,201508,ISYE 6759,A,3.22,27
1560,201508,ISYE 6761,A,3.50,30
1561,201508,ISYE 6767,A,3.59,32
1562,201508,ISYE 6772,A,3.50,18
1563,201508,ISYE 6785,A,3.63,8
1564,201508,ISYE 6792,A,1,4
1565,201508,ISYE 7203,A,3.57,9
1566,201508,ISYE 7405,A,3.83,45
1567,201508,ISYE 7661,B,4.00,15
1568,201508,ISYE 8803,MSA,3.27,24
1569,201508,ISYE 8803,S,3.50,5
1570,201508,ISYE 8803,ZHA,3.86,7
1571,201508,ISYE 8813,A,3.67,13
1572,201508,ISYE 8813,KLE,4.00,2
1573,201508,ISYE 8900,BOL,4.00,1
1574,201508,ISYE 8900,HAA,4.00,1
1575,201508,ISYE 8900,VID,4.00,3
1576,201508,ID 2021,A,3.82,17
1577,201508,ID 2021,B,3.86,15
1578,201508,ID 2021,C,3.88,17
1579,201508,ID 2202,A,3.46,134
1580,201508,ID 2202,ID,3.45,33
1581,201508,ID 2320,A,3.46,54
1582,201508,ID 2401,A,3.95,20
1583,201508,ID 2401,B,3.95,19
1584,201508,ID 3031,A,3.67,12
1585,201508,ID 3032,A,4.00,1
1586,201508,ID 3041,A,3.67,15
1587,201508,ID 3051,A,3.40,10
1588,201508,ID 3103,A,3.04,26
1589,201508,ID 3103,B,3.67,28
1590,201508,ID 3302,A,3.14,44
1591,201508,ID 3302,MID,3.50,5
1592,201508,ID 3320,A,3.54,29
1593,201508,ID 3320,MNR,3.75,8
1594,201508,ID 3510,A,3.58,13
1595,201508,ID 3803,A,3.25,15
1596,201508,ID 4011,A,3.50,9
1597,201508,ID 4011,B,3.43,7
1598,201508,ID 4061,A,3.42,12
1599,201508,ID 4062,A,3.33,6
1600,201508,ID 4071,A,3.47,15
1601,201508,ID 4081,A,3.60,10
1602,201508,ID 4105,A,4.00,16
1603,201508,ID 4106,A,3.64,12
1604,201508,ID 4206,A,3.35,24
1605,201508,ID 4210,A,3.82,11
1606,201508,ID 4418,A,4.00,14
1607,201508,ID 4450,A,3.78,13
1608,201508,ID 4510,A,3.64,11
1609,201508,ID 4699,MJ,4.00,1
1610,201508,ID 4699,WL,4.00,5
1611,201508,ID 4803,A,3.20,13
1612,201508,ID 4813,A,4.00,7
1613,201508,ID 4823,ADR,3.25,10
1614,201508,ID 4833,A,3.36,15
1615,201508,ID 4843,SK,3.73,11
1616,201508,ID 6100,A,3.31,26
1617,201508,ID 6200,A,3.63,8
1618,201508,ID 6200,B,3.29,7
1619,201508,ID 6214,A,3.63,11
1620,201508,ID 6271,A,4.00,6
1621,201508,ID 6400,JAS,2.75,4
1622,201508,ID 6400,JB,4.00,1
1623,201508,ID 6400,KDS,3.50,4
1624,201508,ID 6400,KF,4.00,1
1625,201508,ID 6400,WGW,4.00,2
1626,201508,ID 6400,WKL,4.00,2
1627,201508,ID 6401,A,3.93,17
1628,201508,ID 6515,A,4.00,13
1629,201508,ID 6753,A,4.00,9
1630,201508,ID 6763,A,4.00,13
1631,201508,ID 6800,A,3.57,7
1632,201508,ID 6998,A,4.00,3
1633,201508,ID 6998,C,3.00,1
1634,201508,ID 6998,YMC,3.00,3
1635,201508,ID 8900,ADR,4.00,4
1636,201508,ID 8900,INT,3.58,12
1637,201508,ID 8900,KDS,4.00,1
1638,201508,ID 8900,PPM,3.38,10
1639,201508,ID 8900,RG,4.00,1
1640,201508,ID 8900,WPD,4.00,2
1641,201508,INTA 1110,A,3.11,265
1642,201508,INTA 1200,A,3.35,241
1643,201508,INTA 2001,A,3,52
1644,201508,INTA 2010,A,3.75,21
1645,201508,INTA 2040,A,3.52,97
1646,201508,INTA 2050,A,3.47,45
1647,201508,INTA 2120,A,3.32,47
1648,201508,INTA 2210,A,3.60,12
1649,201508,INTA 2221,A,3.33,53
1650,201508,INTA 2221,R,4.00,33
1651,201508,INTA 3110,A,3.74,27
1652,201508,INTA 3131,A,3.36,17
1653,201508,INTA 3203,A,3.48,48
1654,201508,INTA 3231,A,3.35,21
1655,201508,INTA 3241,A,3.20,27
1656,201508,INTA 3242,A,3.38,46
1657,201508,INTA 3301,A,3.49,44
1658,201508,INTA 3303,A,3.67,22
1659,201508,INTA 3773,A,4.00,7
1660,201508,INTA 4011,A,3.69,93
1661,201508,INTA 4014,A,4.00,27
1662,201508,INTA 4500,A,3.59,24
1663,201508,INTA 4740,A,4.00,10
1664,201508,INTA 4803,NK,4.00,1
1665,201508,INTA 4813,UN,4.00,13
1666,201508,INTA 4901,SJ,3.33,3
1667,201508,INTA 4903,WL,1,1
1668,201508,INTA 6003,A,3.63,16
1669,201508,INTA 6004,A,3.75,9
1670,201508,INTA 6014,A,4.00,11
1671,201508,INTA 6015,A,4.00,9
1672,201508,INTA 6102,A,3.74,19
1673,201508,INTA 6103,A,4.00,13
1674,201508,INTA 6131,A,3.29,8
1675,201508,INTA 8000,A,4.00,12
1676,201508,INTA 8803,BW,4.00,1
1677,201508,INTA 8803,JB,4.00,7
1678,201508,INTA 8803,JL,4.00,3
1679,201508,INTA 8803,KB,4.00,2
1680,201508,INTA 8803,NK,3.75,8
1681,201508,INTA 8803,OS,4.00,4
1682,201508,INTA 8803,TK,4.00,3
1683,201508,INTA 8901,SJ,4.00,1
1684,201508,IMBA 6010,A,4.00,61
1685,201508,IMBA 6010,B,4.00,59
1686,201508,IMBA 6021,A,3.43,60
1687,201508,IMBA 6021,B,3.69,59
1688,201508,IMBA 6031,A,3.68,60
1689,201508,IMBA 6031,B,3.81,59
1690,201508,IMBA 6040,A,3.48,60
1691,201508,IMBA 6040,B,3.49,59
1692,201508,IMBA 6050,A,3.73,60
1693,201508,IMBA 6050,B,3.75,59
1694,201508,IMBA 6101,A,3.88,58
1695,201508,IMBA 6121,A,3.93,58
1696,201508,IMBA 6140,A,4.00,58
1697,201508,IMBA 6160,A,3.64,58
1698,201508,IMBA 6160,B,3.71,62
1699,201508,IMBA 6230,A,3.98,61
1700,201508,IMBA 6230,B,4.00,59
1701,201508,IMBA 6260,A,3.93,58
1702,201508,IMBA 6420,A,3.90,58
1703,201508,IMBA 6430,A,3.93,60
1704,201508,IMBA 6430,B,3.93,59
1705,201508,JAPN 1001,B,3.50,20
1706,201508,JAPN 1001,C,3.47,22
1707,201508,JAPN 1001,E,3.41,20
1708,201508,JAPN 1001,F,3.45,20
1709,201508,JAPN 1001,G,3.25,20
1710,201508,JAPN 1001,UA,3.43,9
1711,201508,JAPN 1001,UAA,3.43,9
1712,201508,JAPN 1002,F,3.60,10
1713,201508,JAPN 1002,G,3.88,18
1714,201508,JAPN 1002,H,3.70,10
1715,201508,JAPN 1002,UA,3.80,11
1716,201508,JAPN 2001,B,3.86,17
1717,201508,JAPN 2001,C,3.70,11
1718,201508,JAPN 2001,D,3.38,8
1719,201508,JAPN 2001,UA,4.00,1
1720,201508,JAPN 2002,I,3.73,11
1721,201508,JAPN 2002,U,3.00,1
1722,201508,JAPN 2002,UA,3.75,4
1723,201508,JAPN 3001,D,3.20,5
1724,201508,JAPN 3001,E,3.57,7
1725,201508,JAPN 4113,B,3.21,23
1726,201508,JAPN 4750,H,3.46,14
1727,201508,JAPN 4813,F,3.67,3
1728,201508,KOR 1001,C,3.80,25
1729,201508,KOR 1001,D,3.75,25
1730,201508,KOR 1001,G,3.87,24
1731,201508,KOR 2001,B,3.83,18
1732,201508,KOR 2001,E,4.00,18
1733,201508,KOR 3001,E,3.88,26
1734,201508,KOR 4001,G,3.79,14
1735,201508,KOR 4002,A,4.00,1
1736,201508,LING 2100,E,3.81,20
1737,201508,LING 4813,A,4.00,1
1738,201508,LMC 2000,N,3.60,83
1739,201508,LMC 2100,G,3.67,30
1740,201508,LMC 2400,H,3.82,30
1741,201508,LMC 2500,K,3.65,33
1742,201508,LMC 2500,P,3.63,34
1743,201508,LMC 2600,P,3.27,16
1744,201508,LMC 2661,A,2,5
1745,201508,LMC 2700,F,3.21,76
1746,201508,LMC 2720,B,3.67,21
1747,201508,LMC 2720,N,3.74,19
1748,201508,LMC 2730,J,3.38,17
1749,201508,LMC 2813,D,3.33,4
1750,201508,LMC 3116,F,3.81,34
1751,201508,LMC 3202,TD,3.84,23
1752,201508,LMC 3202,TN,2.75,4
1753,201508,LMC 3204,L,4.00,19
1754,201508,LMC 3206,D,3.93,30
1755,201508,LMC 3219,TN,3.63,30
1756,201508,LMC 3226,L,3.80,17
1757,201508,LMC 3228,N,3.59,19
1758,201508,LMC 3234,D,4.00,16
1759,201508,LMC 3234,HP,4.00,16
1760,201508,LMC 3234,TD,3.83,13
1761,201508,LMC 3252,H,2.79,30
1762,201508,LMC 3254,J,3.43,21
1763,201508,LMC 3257,A,2.86,9
1764,201508,LMC 3257,B,3.20,21
1765,201508,LMC 3259,H,3.43,14
1766,201508,LMC 3302,N,3.93,15
1767,201508,LMC 3304,TF,3.88,24
1768,201508,LMC 3314,D,3.54,27
1769,201508,LMC 3316,N,3.53,34
1770,201508,LMC 3352,F,3.50,9
1771,201508,LMC 3402,D,3.33,15
1772,201508,LMC 3402,TD,3.35,20
1773,201508,LMC 3403,A,3.67,18
1774,201508,LMC 3403,B,3.00,18
1775,201508,LMC 3403,CS,3.39,23
1776,201508,LMC 3403,F,3.58,20
1777,201508,LMC 3403,K,2.80,18
1778,201508,LMC 3403,L,3.85,16
1779,201508,LMC 3403,N,3.63,20
1780,201508,LMC 3406,H,4.00,15
1781,201508,LMC 3406,L,3.75,16
1782,201508,LMC 3410,F,3.22,11
1783,201508,LMC 3414,HP,3.80,10
1784,201508,LMC 3431,JIA,3.86,37
1785,201508,LMC 3431,JIB,3.90,40
1786,201508,LMC 3431,JIC,4.00,40
1787,201508,LMC 3431,JIR,4.00,5
1788,201508,LMC 3431,JIV,4.00,6
1789,201508,LMC 3432,JDA,3.82,50
1790,201508,LMC 3432,JDB,3.64,49
1791,201508,LMC 3432,JDC,3.76,49
1792,201508,LMC 3432,JDD,3.39,49
1793,201508,LMC 3502,HP,3.81,16
1794,201508,LMC 3508,F,3.82,30
1795,201508,LMC 3514,TF,3.75,12
1796,201508,LMC 3705,F,3.47,19
1797,201508,LMC 3710,TH,3.50,19
1798,201508,LMC 4100,F,3.22,10
1799,201508,LMC 4102,A,4.00,1
1800,201508,LMC 4204,D,4.00,7
1801,201508,LMC 4500,A,3.33,3
1802,201508,LMC 4699,A,4.00,1
1803,201508,LMC 4699,B,4.00,1
1804,201508,LMC 4701,A,3.79,16
1805,201508,LMC 4701,B,3.69,16
1806,201508,LMC 4701,C,3.92,13
1807,201508,LMC 4702,A,4.00,7
1808,201508,LMC 4702,B,3.93,15
1809,201508,LMC 4702,C,4.00,5
1810,201508,LMC 4725,TD,3.91,11
1811,201508,LMC 4813,TN,2.83,7
1812,201508,LMC 4904,A,1,6
1813,201508,LMC 6215,LY,3.60,6
1814,201508,LMC 6215,RB,4.00,3
1815,201508,LMC 6310,BM,3.29,22
1816,201508,LMC 6313,JM,3.64,25
1817,201508,LMC 6316,IB,3.00,6
1818,201508,LMC 6325,LN,4.00,4
1819,201508,LMC 6650,CL,3.67,6
1820,201508,LMC 6650,JM,4.00,11
1821,201508,LMC 6650,MN,3.67,6
1822,201508,LMC 6650,NJ,4.00,7
1823,201508,LMC 6650,YL,3.75,8
1824,201508,LMC 6743,AP,4.00,3
1825,201508,LMC 6748,CD,4.00,7
1826,201508,LMC 6753,JF,4.00,6
1827,201508,LMC 6998,BM,4.00,2
1828,201508,LMC 6998,CD,4.00,4
1829,201508,LMC 6998,CL,4.00,2
1830,201508,LMC 6998,NJ,4.00,3
1831,201508,LMC 6998,YL,3.00,1
1832,201508,LMC 8000,JB,4.00,5
1833,201508,LMC 8801,MN,3.93,27
1834,201508,LMC 8803,CD,3.67,6
1835,201508,LMC 8910,BM,4.00,4
1836,201508,LMC 8910,IB,4.00,2
1837,201508,LMC 8910,JB,4.00,2
1838,201508,LMC 8910,MF,4.00,1
1839,201508,LMC 8910,NJ,4.00,1
1840,201508,LMC 8910,YL,3.50,2
1841,201508,LMC 8998,MN,1,22
1842,201508,MGT 2106,A,3.55,60
1843,201508,MGT 2106,B,3.15,57
1844,201508,MGT 2106,C,3.91,57
1845,201508,MGT 2106,D,3.20,56
1846,201508,MGT 2200,A,3.38,65
1847,201508,MGT 2200,B,3.70,65
1848,201508,MGT 2200,C,3.64,66
1849,201508,MGT 2250,A,3.21,33
1850,201508,MGT 2250,B,3.30,70
1851,201508,MGT 2250,C,3.27,70
1852,201508,MGT 2251,A,3.68,41
1853,201508,MGT 2251,B,3.64,72
1854,201508,MGT 2251,C,3.17,47
1855,201508,MGT 2251,D,3.46,37
1856,201508,MGT 3000,A,3.00,63
1857,201508,MGT 3000,B,3.38,46
1858,201508,MGT 3062,A,3.37,49
1859,201508,MGT 3062,B,2.93,60
1860,201508,MGT 3062,C,3.20,49
1861,201508,MGT 3062,D,3.00,31
1862,201508,MGT 3076,A,3.41,66
1863,201508,MGT 3078,A,3.38,57
1864,201508,MGT 3078,B,3.33,50
1865,201508,MGT 3079,A,3.69,48
1866,201508,MGT 3079,B,3.79,48
1867,201508,MGT 3082,A,3.84,43
1868,201508,MGT 3101,A,3.53,44
1869,201508,MGT 3101,B,3.21,60
1870,201508,MGT 3101,C,3.38,42
1871,201508,MGT 3101,D,3.55,21
1872,201508,MGT 3102,A,2.89,49
1873,201508,MGT 3102,B,3.32,59
1874,201508,MGT 3102,C,3.56,58
1875,201508,MGT 3103,A,3.42,39
1876,201508,MGT 3150,A,3.28,68
1877,201508,MGT 3150,B,3.43,50
1878,201508,MGT 3300,A,3.46,70
1879,201508,MGT 3300,B,3.49,69
1880,201508,MGT 3300,C,3.15,45
1881,201508,MGT 3300,D,3.54,70
1882,201508,MGT 3300,R,3.78,18
1883,201508,MGT 3310,A,3.40,31
1884,201508,MGT 3310,B,3.60,49
1885,201508,MGT 3501,A,3.42,48
1886,201508,MGT 3501,B,3.06,72
1887,201508,MGT 3501,C,3.41,70
1888,201508,MGT 3510,A,3.03,39
1889,201508,MGT 3599,A,3.31,30
1890,201508,MGT 3599,B,3.67,31
1891,201508,MGT 3599,C,3.43,31
1892,201508,MGT 3599,D,3.63,32
1893,201508,MGT 3599,E,3.31,28
1894,201508,MGT 3599,F,3.73,31
1895,201508,MGT 3606,A,3.00,23
1896,201508,MGT 3607,A,3.23,34
1897,201508,MGT 3609,A,3.00,7
1898,201508,MGT 3660,A,3.27,74
1899,201508,MGT 3660,B,3.29,75
1900,201508,MGT 3660,C,3.54,73
1901,201508,MGT 3660,R,3.75,12
1902,201508,MGT 3662,A,3.72,49
1903,201508,MGT 3743,TM,3.90,50
1904,201508,MGT 4010,A,3.23,27
1905,201508,MGT 4026,A,2.94,37
1906,201508,MGT 4027,A,2.58,31
1907,201508,MGT 4028,A,3.58,37
1908,201508,MGT 4041,A,3.21,39
1909,201508,MGT 4045,A,3.88,49
1910,201508,MGT 4050,A,3.89,41
1911,201508,MGT 4052,A,3.25,22
1912,201508,MGT 4053,A,3.60,41
1913,201508,MGT 4058,A,3.50,45
1914,201508,MGT 4058,B,3.64,29
1915,201508,MGT 4066,A,3.27,50
1916,201508,MGT 4067,A,3.49,45
1917,201508,MGT 4070,A,3.41,41
1918,201508,MGT 4070,B,3.73,30
1919,201508,MGT 4072,A,3.66,51
1920,201508,MGT 4106,A,3.69,30
1921,201508,MGT 4116,A,3.63,8
1922,201508,MGT 4181,A,3.75,16
1923,201508,MGT 4191,A,3.25,9
1924,201508,MGT 4192,A,3.50,22
1925,201508,MGT 4193,A,3.80,40
1926,201508,MGT 4194,A,3.78,20
1927,201508,MGT 4195,A,2.92,36
1928,201508,MGT 4195,B,2.92,39
1929,201508,MGT 4195,C,3.90,59
1930,201508,MGT 4195,D,3.20,10
1931,201508,MGT 4303,A,3.40,32
1932,201508,MGT 4308,A,3.11,27
1933,201508,MGT 4308,B,3.38,30
1934,201508,MGT 4309,A,3.19,27
1935,201508,MGT 4311,A,3.60,62
1936,201508,MGT 4331,A,3.61,38
1937,201508,MGT 4335,A,3.11,28
1938,201508,MGT 4352,A,3.50,49
1939,201508,MGT 4352,B,3.60,21
1940,201508,MGT 4366,A,3.83,47
1941,201508,MGT 4366,B,3.87,15
1942,201508,MGT 4401,A,3.49,52
1943,201508,MGT 4450,A,3.26,28
1944,201508,MGT 4611,A,3.70,10
1945,201508,MGT 4670,A,3.22,38
1946,201508,MGT 4726,A,3.20,6
1947,201508,MGT 4741,TM,3.85,47
1948,201508,MGT 4803,A,3.75,5
1949,201508,MGT 4803,C,4.00,4
1950,201508,MGT 4803,D,4.00,3
1951,201508,MGT 4803,E,3.83,6
1952,201508,MGT 4803,F,3.60,10
1953,201508,MGT 4803,G,4.00,7
1954,201508,MGT 4803,H,4.00,3
1955,201508,MGT 4803,I,3.15,40
1956,201508,MGT 4803,J,3.06,22
1957,201508,MGT 4910,A,4.00,10
1958,201508,MGT 4910,B,4.00,10
1959,201508,MGT 4910,C,4.00,1
1960,201508,MGT 4910,D,4.00,1
1961,201508,MGT 4911,A,4.00,13
1962,201508,MGT 4912,A,4.00,12
1963,201508,MGT 6000,A,3.44,62
1964,201508,MGT 6000,B,3.39,20
1965,201508,MGT 6000,EMA,3.71,43
1966,201508,MGT 6000,EMB,3.68,60
1967,201508,MGT 6010,A,3.33,3
1968,201508,MGT 6020,EM,3.75,5
1969,201508,MGT 6028,A,3.76,26
1970,201508,MGT 6030,EM,4.00,12
1971,201508,MGT 6059,A,3.97,42
1972,201508,MGT 6059,EM,3.94,21
1973,201508,MGT 6059,EMA,3.80,5
1974,201508,MGT 6066,A,3.88,15
1975,201508,MGT 6066,EM,3.00,1
1976,201508,MGT 6070,A,3.63,8
1977,201508,MGT 6078,A,3.86,53
1978,201508,MGT 6078,EM,3.00,1
1979,201508,MGT 6080,A,4.00,2
1980,201508,MGT 6080,EM,3.67,18
1981,201508,MGT 6082,A,3.83,6
1982,201508,MGT 6083,A,4.00,3
1983,201508,MGT 6083,EM,4.00,2
1984,201508,MGT 6086,A,3.86,24
1985,201508,MGT 6086,EM,4.00,3
1986,201508,MGT 6090,A,3.92,53
1987,201508,MGT 6090,B,4.00,1
1988,201508,MGT 6090,EM,3.70,10
1989,201508,MGT 6100,A,3.00,1
1990,201508,MGT 6106,A,4.00,9
1991,201508,MGT 6106,EM,3.67,3
1992,201508,MGT 6110,A,3.67,12
1993,201508,MGT 6111,A,4.00,16
1994,201508,MGT 6111,EMA,4.00,2
1995,201508,MGT 6113,A,3.38,8
1996,201508,MGT 6113,EM,3.80,5
1997,201508,MGT 6114,A,4.00,5
1998,201508,MGT 6114,EM,4.00,24
1999,201508,MGT 6114,QML,3.86,7
2000,201508,MGT 6116,A,4.00,1
2001,201508,MGT 6116,EM,4.00,2
2002,201508,MGT 6123,A,3.00,1
2003,201508,MGT 6123,EM,4.00,1
2004,201508,MGT 6124,A,3.58,58
2005,201508,MGT 6124,EM,4.00,2
2006,201508,MGT 6128,A,3.54,58
2007,201508,MGT 6128,EM,4.00,2
2008,201508,MGT 6135,A,4.00,12
2009,201508,MGT 6135,EM,4.00,6
2010,201508,MGT 6197,A,4.00,4
2011,201508,MGT 6197,EM,3.96,30
2012,201508,MGT 6308,A,4.00,4
2013,201508,MGT 6308,EM,4.00,4
2014,201508,MGT 6353,A,3.83,26
2015,201508,MGT 6357,A,4.00,26
2016,201508,MGT 6357,EM,3.93,16
2017,201508,MGT 6401,A,4.00,1
2018,201508,MGT 6401,EM,4.00,14
2019,201508,MGT 6450,A,3.65,28
2020,201508,MGT 6450,EM,3.00,1
2021,201508,MGT 6500,A,3.80,60
2022,201508,MGT 6500,EMA,3.65,44
2023,201508,MGT 6500,EMB,3.73,49
2024,201508,MGT 6501,A,3.93,30
2025,201508,MGT 6501,B,3.94,33
2026,201508,MGT 6501,EMA,3.67,3
2027,201508,MGT 6502,A,3.80,30
2028,201508,MGT 6502,B,3.85,28
2029,201508,MGT 6502,EMA,3.77,52
2030,201508,MGT 6502,EMB,3.66,47
2031,201508,MGT 6502,EMC,4.00,1
2032,201508,MGT 6503,A,3.74,35
2033,201508,MGT 6503,B,3.72,29
2034,201508,MGT 6503,EMA,3.85,57
2035,201508,MGT 6503,EMB,3.58,62
2036,201508,MGT 6504,A,3.39,33
2037,201508,MGT 6504,B,3.55,29
2038,201508,MGT 6504,EMA,3.50,2
2039,201508,MGT 6505,A,3.70,30
2040,201508,MGT 6505,B,3.50,32
2041,201508,MGT 6505,EMA,3.98,55
2042,201508,MGT 6505,EMB,3.98,56
2043,201508,MGT 6506,A,3.33,33
2044,201508,MGT 6506,B,3.30,30
2045,201508,MGT 6506,EMA,3.38,37
2046,201508,MGT 6506,EMB,3.53,17
2047,201508,MGT 6509,B,4.00,1
2048,201508,MGT 6509,EMA,3.69,36
2049,201508,MGT 6509,EMB,3.34,38
2050,201508,MGT 6663,A,4.00,3
2051,201508,MGT 6663,EM,4.00,17
2052,201508,MGT 6726,A,3.83,6
2053,201508,MGT 6726,EM,4.00,1
2054,201508,MGT 6753,A,3.44,83
2055,201508,MGT 6772,A,3.63,27
2056,201508,MGT 6772,EM,3.50,2
2057,201508,MGT 6785,A,4.00,16
2058,201508,MGT 6789,A,3.78,33
2059,201508,MGT 6799,A,4.00,5
2060,201508,MGT 6830,A,4.00,25
2061,201508,MGT 6830,EM,4.00,3
2062,201508,MGT 6832,A,3.90,20
2063,201508,MGT 6832,EM,4.00,4
2064,201508,MGT 7106,A,4.00,4
2065,201508,MGT 8803,A,4.00,2
2066,201508,MGT 8803,B,3.00,1
2067,201508,MGT 8803,C,4.00,4
2068,201508,MGT 8803,D,3.89,9
2069,201508,MGT 8803,DRA,4.00,6
2070,201508,MGT 8803,DRB,4.00,4
2071,201508,MGT 8803,DRC,3.50,4
2072,201508,MGT 8803,DRE,4.00,3
2073,201508,MGT 8803,DRF,4.00,5
2074,201508,MGT 8803,EMA,3.50,6
2075,201508,MGT 8803,EMB,3.87,17
2076,201508,MGT 8803,EMC,3.84,19
2077,201508,MGT 8803,EMF,4.00,4
2078,201508,MGT 8803,EMH,4.00,1
2079,201508,MGT 8803,EMJ,3.80,5
2080,201508,MGT 8803,EMM,4.00,19
2081,201508,MGT 8803,EMN,4.00,40
2082,201508,MGT 8803,EMO,3.56,13
2083,201508,MGT 8803,EMP,4.00,6
2084,201508,MGT 8803,F,4.00,8
2085,201508,MGT 8803,H,4.00,22
2086,201508,MGT 8803,I,3.87,31
2087,201508,MGT 8803,N,3.75,4
2088,201508,MGT 8803,O,3.88,10
2089,201508,MGT 8803,P,4.00,8
2090,201508,MGT 8803,Q,4.00,4
2091,201508,MGT 8803,R,3.75,4
2092,201508,MGT 8903,DRA,4.00,6
2093,201508,MGT 8903,DRC,4.00,5
2094,201508,MGT 8903,DRG,4.00,1
2095,201508,MGT 8903,DRH,4.00,1
2096,201508,MGT 8903,DRI,4.00,1
2097,201508,MGT 8903,DRJ,1.00,2
2098,201508,MGT 8903,DRL,4.00,1
2099,201508,MGT 8903,DRM,4.00,1
2100,201508,MGT 8903,DRO,4.00,1
2101,201508,MGT 8903,DRP,3.33,3
2102,201508,MGT 8903,DRQ,4.00,1
2103,201508,MGT 8903,DRR,4.00,1
2104,201508,MGT 8903,DRU,4.00,1
2105,201508,MGT 8903,DRW,4.00,1
2106,201508,MGT 8903,EMA,4.00,2
2107,201508,MGT 8903,EMK,4.00,1
2108,201508,MGT 8903,G,3.00,1
2109,201508,MGT 8903,Q,4.00,1
2110,201508,MOT 6106,A,3.87,62
2111,201508,MOT 6111,A,3.90,62
2112,201508,MOT 6115,B,3.89,62
2113,201508,MOT 6122,A,4.00,62
2114,201508,MOT 6129,A,3.92,62
2115,201508,MSE 1111,A,3.93,76
2116,201508,MSE 2001,A,3.41,104
2117,201508,MSE 2001,B,3.23,103
2118,201508,MSE 2001,C,3.09,109
2119,201508,MSE 2001,D,2.78,81
2120,201508,MSE 2001,E,2.85,104
2121,201508,MSE 2001,F,2.77,93
2122,201508,MSE 2001,G,3.19,16
2123,201508,MSE 2001,H,3.17,110
2124,201508,MSE 2001,O,2.92,115
2125,201508,MSE 2001,RMZ,3.41,32
2126,201508,MSE 2001,T,3.17,16
2127,201508,MSE 2021,A,3.00,11
2128,201508,MSE 2021,B,3.43,7
2129,201508,MSE 2021,C,3.73,12
2130,201508,MSE 2021,D,3.78,9
2131,201508,MSE 2021,E,3.50,7
2132,201508,MSE 2699,CPW,4.00,1
2133,201508,MSE 2699,DY,3.50,2
2134,201508,MSE 2699,EV,4.00,1
2135,201508,MSE 2699,FA,4.00,1
2136,201508,MSE 2699,GY,4.00,2
2137,201508,MSE 2699,JRR,4.00,1
2138,201508,MSE 2699,KG,4.00,1
2139,201508,MSE 2699,KS,4.00,2
2140,201508,MSE 2699,MDL,4.00,2
2141,201508,MSE 2699,PR,4.00,2
2142,201508,MSE 2699,RG,4.00,1
2143,201508,MSE 2699,RN,4.00,3
2144,201508,MSE 2699,SSJ,4.00,2
2145,201508,MSE 2699,VM,4.00,2
2146,201508,MSE 3001,A,2.68,49
2147,201508,MSE 3002,A,2.56,32
2148,201508,MSE 3005,A,3.07,45
2149,201508,MSE 3015,A,3.22,37
2150,201508,MSE 3015,B,2.00,1
2151,201508,MSE 3025,A,3.24,51
2152,201508,MSE 3210,A,2.95,41
2153,201508,MSE 3210,B,2.00,2
2154,201508,MSE 3225,A,3.48,23
2155,201508,MSE 3720,A,3.44,113
2156,201508,MSE 4002,A,2.64,50
2157,201508,MSE 4004,A,3.53,18
2158,201508,MSE 4022,B,3.84,19
2159,201508,MSE 4022,C,3.82,17
2160,201508,MSE 4022,D,3.63,19
2161,201508,MSE 4022,E,3.23,15
2162,201508,MSE 4140,A,3.24,18
2163,201508,MSE 4330,A,3.27,33
2164,201508,MSE 4699,CPW,4.00,2
2165,201508,MSE 4699,DQ,3.67,3
2166,201508,MSE 4699,GY,4.00,3
2167,201508,MSE 4699,HG,4.00,3
2168,201508,MSE 4699,JR,4.00,1
2169,201508,MSE 4699,KK,4.00,1
2170,201508,MSE 4699,MLI,4.00,2
2171,201508,MSE 4699,MM,4.00,1
2172,201508,MSE 4699,RFS,4.00,1
2173,201508,MSE 4699,RG,4.00,1
2174,201508,MSE 4699,SSJ,4.00,26
2175,201508,MSE 4699,ZK,3.00,1
2176,201508,MSE 4740,A,4.00,6
2177,201508,MSE 4751,A,2.77,23
2178,201508,MSE 4755,A,3.67,4
2179,201508,MSE 4766,B,3.50,2
2180,201508,MSE 4775,A,3.18,45
2181,201508,MSE 4790,B,3.75,4
2182,201508,MSE 4791,A,3.64,11
2183,201508,MSE 6120,A,3.47,16
2184,201508,MSE 6130,A,3.63,19
2185,201508,MSE 6401,A,3.25,36
2186,201508,MSE 6401,B,3.75,13
2187,201508,MSE 6402,A,3.35,36
2188,201508,MSE 6404,A,4.00,11
2189,201508,MSE 6405,A,3.71,15
2190,201508,MSE 6752,A,3.50,12
2191,201508,MSE 6755,A,1,1
2192,201508,MSE 6776,A,4.00,6
2193,201508,MSE 6796,A,3.71,14
