index,term,course_num,section,gpa,enrollment
0,201508,ACCT 2101,A,3.07,47
1,201508,ACCT 2101,B,2.76,70
2,201508,ACCT 2101,C,2.51,55
3,201508,ACCT 2101,D,3.37,68
4,201508,ACCT 2101,E,3.28,69
5,201508,ACCT 2102,A,3.39,65
6,201508,ACCT 2102,B,3.03,69
7,201508,ACCT 2102,C,3.45,38
8,201508,AE 1355,CLA,4.00,14
9,201508,AE 1355,MAV,4.00,14
10,201508,AE 1601,A,3.62,34
11,201508,AE 1601,B,3.91,35
12,201508,AE 1601,C,3.35,36
13,201508,AE 2010,A,2.81,55
14,201508,AE 2010,B,2.86,67
15,201508,AE 2220,A,3.07,62
16,201508,AE 2220,B,3.24,47
17,201508,AE 2220,R,3.50,14
18,201508,AE 2355,CLA,4.00,8
19,201508,AE 2355,MAV,4.00,7
20,201508,AE 2610,A,3.38,13
21,201508,AE 2610,B,3.06,18
22,201508,AE 2610,C,3.70,12
23,201508,AE 2610,D,3.14,16
24,201508,AE 2610,E,3.40,5
25,201508,AE 2611,A,3.68,61
26,201508,AE 2699,CLA,4.00,1
27,201508,AE 2699,COS,4.00,1
28,201508,AE 2699,FEI,4.00,1
29,201508,AE 2699,HOL,4.00,7
30,201508,AE 2699,KOM,4.00,1
31,201508,AE 2699,LIE,4.00,3
32,201508,AE 2699,MAV,4.00,22
33,201508,AE 2699,RUZ,4.00,1
34,201508,AE 2699,SCH,4.00,1
35,201508,AE 2699,THE,3.00,1
36,201508,AE 2699,ZIN,4.00,1
37,201508,AE 2801,A,3.50,2
38,201508,AE 3021,A,3.08,94
39,201508,AE 3021,B,3.48,93
40,201508,AE 3021,R,3.57,7
41,201508,AE 3051,A,3.44,19
42,201508,AE 3051,B,3.75,20
43,201508,AE 3051,C,3.74,19
44,201508,AE 3051,D,3.63,19
45,201508,AE 3051,E,3.25,20
46,201508,AE 3051,F,2.90,20
47,201508,AE 3051,G,3.45,20
48,201508,AE 3051,H,2.78,10
49,201508,AE 3051,I,3.70,10
50,201508,AE 3051,J,3.33,10
51,201508,AE 3051,K,3.11,10
52,201508,AE 3051,L,2.89,10
53,201508,AE 3125,A,2.58,71
54,201508,AE 3125,B,3.03,76
55,201508,AE 3145,A,3.33,22
56,201508,AE 3145,B,3.81,24
57,201508,AE 3145,C,3.52,23
58,201508,AE 3145,D,3.19,22
59,201508,AE 3145,E,3.25,20
60,201508,AE 3145,F,3.87,15
61,201508,AE 3145,G,3.46,14
62,201508,AE 3145,H,3.79,14
63,201508,AE 3145,I,3.88,8
64,201508,AE 3145,J,3.50,3
65,201508,AE 3310,A,2.56,80
66,201508,AE 3310,R,3.38,8
67,201508,AE 3355,CLA,4.00,3
68,201508,AE 3355,MAV,4.00,7
69,201508,AE 3515,A,1.87,35
70,201508,AE 3515,B,2.95,65
71,201508,AE 3521,A,3.12,65
72,201508,AE 3521,B,2.04,32
73,201508,AE 3801,A,3.50,2
74,201508,AE 3801,SEI,3.79,92
75,201508,AE 4220,A,2.63,66
76,201508,AE 4310,A,2.38,46
77,201508,AE 4350,A,3.35,49
78,201508,AE 4350,B,3.02,50
79,201508,AE 4355,CLA,4.00,2
80,201508,AE 4355,MAV,4.00,6
81,201508,AE 4357,A,3.24,34
82,201508,AE 4357,B,3.11,37
83,201508,AE 4358,A,3.60,16
84,201508,AE 4451,A,3.08,66
85,201508,AE 4451,B,2.91,59
86,201508,AE 4525,A,2.87,17
87,201508,AE 4525,B,3.19,17
88,201508,AE 4525,C,3.00,13
89,201508,AE 4525,D,3.23,14
90,201508,AE 4525,E,3.18,17
91,201508,AE 4699,BRA,4.00,2
92,201508,AE 4699,CLA,4.00,4
93,201508,AE 4699,COS,4.00,3
94,201508,AE 4699,CRA,4.00,1
95,201508,AE 4699,FEI,4.00,3
96,201508,AE 4699,FER,4.00,1
97,201508,AE 4699,GER,4.00,1
98,201508,AE 4699,GUN,4.00,17
99,201508,AE 4699,HOL,3.79,24
100,201508,AE 4699,JAG,4.00,1
101,201508,AE 4699,JOH,3.33,3
102,201508,AE 4699,KOM,4.00,6
103,201508,AE 4699,LIE,4.00,9
104,201508,AE 4699,LIG,4.00,1
105,201508,AE 4699,MAV,4.00,50
106,201508,AE 4699,MEN,4.00,1
107,201508,AE 4699,PRA,3.50,2
108,201508,AE 4699,PRI,4.00,2
109,201508,AE 4699,R,3.38,8
110,201508,AE 4699,RUZ,4.00,1
111,201508,AE 4699,SAL,4.00,2
112,201508,AE 4699,SAN,3.60,11
113,201508,AE 4699,SCH,4.00,2
114,201508,AE 4699,SEI,4.00,4
115,201508,AE 4699,SMI,4.00,4
116,201508,AE 4699,SPE,4.00,4
117,201508,AE 4699,SUN,4.00,2
118,201508,AE 4699,THE,4.00,1
119,201508,AE 4699,WAL,4.00,6
120,201508,AE 4699,ZIN,4.00,1
121,201508,AE 4701,A,3.85,22
122,201508,AE 4760,A,3.67,6
123,201508,AE 4791,A,4.00,5
124,201508,AE 4791,Q,4.00,1
125,201508,AE 4803,QJA,4.00,1
126,201508,AE 4803,SPE,3.76,35
127,201508,AE 6009,A,3.44,41
128,201508,AE 6009,Q,3.00,5
129,201508,AE 6030,A,3.73,26
130,201508,AE 6030,Q,4.00,3
131,201508,AE 6070,Q,4.00,8
132,201508,AE 6114,A,3.76,24
133,201508,AE 6230,A,3.50,21
134,201508,AE 6333,A,3.78,12
135,201508,AE 6333,Q,4.00,2
136,201508,AE 6343,A,3.76,60
137,201508,AE 6343,Q,3.67,3
138,201508,AE 6353,A,3.33,36
139,201508,AE 6353,Q,3.50,7
140,201508,AE 6372,A,4.00,36
141,201508,AE 6372,Q,4.00,14
142,201508,AE 6373,A,3.44,55
143,201508,AE 6373,Q,3.57,7
144,201508,AE 6383,MAV,4.00,44
145,201508,AE 6383,SCH,4.00,6
146,201508,AE 6410,A,3.61,18
147,201508,AE 6410,Q,4.00,3
148,201508,AE 6451,A,3.33,10
149,201508,AE 6530,A,2.86,31
150,201508,AE 6701,A,3.60,11
151,201508,AE 6701,Q,3.00,1
152,201508,AE 6721,A,3.70,10
153,201508,AE 6761,A,4.00,3
154,201508,AE 6765,A,3.34,52
155,201508,AE 6765,Q,3.67,6
156,201508,AE 6769,A,4.00,2
157,201508,AE 7772,A,3.75,6
158,201508,AE 7772,Q,4.00,1
159,201508,AE 7785,A,4.00,8
160,201508,AE 8801,QSM,4.00,2
161,201508,AE 8801,QSO,4.00,1
162,201508,AE 8801,SOS,4.00,8
163,201508,AE 8803,KOM,4.00,10
164,201508,AE 8803,QJA,4.00,1
165,201508,AE 8803,SOS,3.93,14
166,201508,AE 8803,THE,3.97,42
167,201508,AE 8900,BRA,3.00,1
168,201508,AE 8900,GUN,4.00,1
169,201508,AE 8900,HOD,4.00,2
170,201508,AE 8900,HOL,4.00,4
171,201508,AE 8900,JAG,3.50,2
172,201508,AE 8900,KAR,4.00,2
173,201508,AE 8900,KOM,4.00,2
174,201508,AE 8900,LIE,4.00,3
175,201508,AE 8900,MAV,4.00,18
176,201508,AE 8900,MEN,4.00,1
177,201508,AE 8900,QAH,4.00,1
178,201508,AE 8900,QCO,4.00,1
179,201508,AE 8900,QJO,3.00,1
180,201508,AE 8900,QKE,4.00,1
181,201508,AE 8900,QMA,4.00,2
182,201508,AE 8900,QSM,4.00,3
183,201508,AE 8900,QTH,4.00,1
184,201508,AE 8900,SAN,4.00,2
185,201508,AE 8900,SMI,4.00,2
186,201508,AE 8900,SPE,4.00,1
187,201508,AE 8900,TSI,4.00,1
188,201508,AS 1110,A,3.53,36
189,201508,AS 1110,B,3.94,20
190,201508,AS 1111,A,7,37
191,201508,AS 2210,A,3.44,21
192,201508,AS 2210,B,4.00,7
193,201508,AS 2211,A,2,20
194,201508,AS 3310,A,3.76,25
195,201508,AS 4410,A,3.70,10
196,201508,APPH 1040,A,3.59,297
197,201508,APPH 1040,E,3.61,300
198,201508,APPH 1040,J,3.71,288
199,201508,APPH 1040,L,3.46,309
200,201508,APPH 1050,AWT,3.75,24
201,201508,APPH 1050,AYO,3.58,25
202,201508,APPH 1050,BWT,3.21,22
203,201508,APPH 1050,BYO,3.54,25
204,201508,APPH 2500,A,3.75,29
205,201508,APPH 2699,BP,4.00,1
206,201508,APPH 2699,MS,4.00,1
207,201508,APPH 2699,YJ,4.00,2
208,201508,APPH 3753,A,3.44,68
209,201508,APPH 3754,A,3.58,24
210,201508,APPH 3754,B,3.00,17
211,201508,APPH 4200,A,3.13,8
212,201508,APPH 4400,A,2.83,7
213,201508,APPH 4699,GK,4.00,1
214,201508,APPH 4699,LW,4.00,1
215,201508,APPH 4699,MMS,4.00,3
216,201508,APPH 4699,MS,4.00,3
217,201508,APPH 4699,RN,4.00,2
218,201508,APPH 4699,SS,4.00,1
219,201508,APPH 4699,YC,4.00,1
220,201508,APPH 4699,YJ,4.00,3
221,201508,APPH 4801,A,4.00,2
222,201508,APPH 4802,A,3.00,3
223,201508,APPH 4802,GM,3.50,6
224,201508,APPH 6202,A,3.83,18
225,201508,APPH 6211,A,3.37,20
226,201508,APPH 6213,A,3.00,2
227,201508,APPH 6214,YC,4.00,1
228,201508,APPH 6216,A,4.00,4
229,201508,APPH 6231,A,4.00,3
230,201508,APPH 6400,A,3.40,5
231,201508,APPH 6895,A,4.00,14
232,201508,APPH 6971,A,4.00,14
233,201508,APPH 6975,A,4.00,14
234,201508,APPH 6982,A,4.00,14
235,201508,APPH 6985,A,3.93,14
236,201508,APPH 8000,A,4.00,4
237,201508,APPH 8801,A,4.00,2
238,201508,APPH 8903,MS,4.00,1
239,201508,ASE 6001,Q,3.93,28
240,201508,ASE 6004,Q,3.97,30
241,201508,ASE 6006,Q,3.82,22
242,201508,ASE 6111,Q,3.90,10
243,201508,ASE 6121,Q,3.67,6
244,201508,ASE 8803,Q,3.83,6
245,201508,ARBC 1001,B,3.21,16
246,201508,ARBC 1001,E,3.53,23
247,201508,ARBC 2001,D,3.60,7
248,201508,ARCH 2011,HD,3.18,11
249,201508,ARCH 2011,MR,3.33,12
250,201508,ARCH 2011,SB,3.36,11
251,201508,ARCH 2111,LH,2.61,59
252,201508,ARCH 2115,FP,3.91,12
253,201508,ARCH 2211,JL,3.44,36
254,201508,ARCH 2472,SO,3.45,34
255,201508,ARCH 3011,HH,3.33,9
256,201508,ARCH 3011,JK,3.45,11
257,201508,ARCH 3011,JL,3.30,10
258,201508,ARCH 3231,JB,2.96,50
259,201508,ARCH 3241,NC,3.14,22
260,201508,ARCH 4011,DB,3.43,7
261,201508,ARCH 4011,LS,4.00,9
262,201508,ARCH 4011,R,4.00,9
263,201508,ARCH 4107,LS,3.75,8
264,201508,ARCH 4151,RD,4.00,14
265,201508,ARCH 4315,SR,3.57,7
266,201508,ARCH 4411,LD,3.82,12
267,201508,ARCH 4803,AE,4.00,3
268,201508,ARCH 4803,BF,3.50,4
269,201508,ARCH 4803,CZ,3.75,4
270,201508,ARCH 4803,DR,4.00,1
271,201508,ARCH 4803,LS,3.75,4
272,201508,ARCH 4803,R,4.00,9
273,201508,ARCH 4804,R,4.00,9
274,201508,ARCH 4821,R,3.33,9
275,201508,ARCH 4833,CE,4.00,1
276,201508,ARCH 4833,RV,3.88,9
277,201508,ARCH 4833,SG,3.50,2
278,201508,ARCH 4901,LD,4.00,1
279,201508,ARCH 4903,DK,3.00,1
280,201508,ARCH 4903,SK,4.00,1
281,201508,ARCH 6026,GJ,3.38,9
282,201508,ARCH 6026,TA,3.33,9
283,201508,ARCH 6051,BB,3.40,10
284,201508,ARCH 6051,CR,3.67,9
285,201508,ARCH 6051,SK,3.89,9
286,201508,ARCH 6051,SR,4.00,8
287,201508,ARCH 6071,AE,3.33,9
288,201508,ARCH 6071,ME,3.64,11
289,201508,ARCH 6071,MG,3.90,10
290,201508,ARCH 6071,MS,4.00,13
291,201508,ARCH 6071,RD,3.57,7
292,201508,ARCH 6105,LH,2.69,17
293,201508,ARCH 6107,LS,3.50,3
294,201508,ARCH 6151,EDJ,3.54,13
295,201508,ARCH 6226,AG,3.70,22
296,201508,ARCH 6228,JP,4.00,7
297,201508,ARCH 6229,CR,3.72,18
298,201508,ARCH 6242,JB,3.30,12
299,201508,ARCH 6271,CZ,3.67,8
300,201508,ARCH 6303,MD,3.50,9
301,201508,ARCH 6315,SR,3.57,28
302,201508,ARCH 6350,BF,3.92,13
303,201508,ARCH 6350,EDJ,3.45,11
304,201508,ARCH 6350,JP,3.89,9
305,201508,ARCH 6350,SB,3.11,9
306,201508,ARCH 6352,LA,3.83,6
307,201508,ARCH 6426,RV,3.72,18
308,201508,ARCH 6472,CI,4.00,20
309,201508,ARCH 6503,CE,3.68,19
310,201508,ARCH 6506,RG,4.00,17
311,201508,ARCH 6507,SG,3.94,17
312,201508,ARCH 6508,TE,4.00,11
313,201508,ARCH 7042,RD,4.00,2
314,201508,ARCH 8102,JP,4.00,12
315,201508,ARCH 8801,RG,3.55,33
316,201508,ARCH 8803,DR,4.00,10
317,201508,ARCH 8803,FP,4.00,1
318,201508,ARCH 8803,GA,3.14,8
319,201508,ARCH 8803,LS,4.00,5
320,201508,ARCH 8803,MMU,3.00,1
321,201508,ARCH 8803,MS,3.81,21
322,201508,ARCH 8833,LD,3.17,6
323,201508,ARCH 8843,JS,3.50,2
324,201508,ARCH 8903,BB,4.00,1
325,201508,ARCH 8903,JP,4.00,1
326,201508,ARCH 8903,JS,4.00,1
327,201508,ARCH 8903,LH,4.00,1
328,201508,ARCH 8903,MS,4.00,1
329,201508,ARCH 8903,TH,4.00,1
330,201508,BIOL 1510,A,3.13,265
331,201508,BIOL 1511,BIO,3.31,52
332,201508,BIOL 1511,HP,3.80,10
333,201508,BIOL 1520,L,3.21,98
334,201508,BIOL 2335,A,3.00,43
335,201508,BIOL 2336,A,3.50,8
336,201508,BIOL 2336,B,3.50,8
337,201508,BIOL 2336,D,3.91,12
338,201508,BIOL 2344,A,2.79,63
339,201508,BIOL 2345,A,3.53,19
340,201508,BIOL 2345,C,3.58,21
341,201508,BIOL 2354,HP,3.17,25
342,201508,BIOL 2699,FAN,4.00,3
343,201508,BIOL 2699,FIN,4.00,1
344,201508,BIOL 2699,GOO,4.00,2
345,201508,BIOL 2699,MCG,4.00,1
346,201508,BIOL 2699,NIE,1,1
347,201508,BIOL 2699,SNE,4.00,1
348,201508,BIOL 2699,STR,4.00,2
349,201508,BIOL 2699,VAN,4.00,1
350,201508,BIOL 2699,YEN,4.00,1
351,201508,BIOL 3380,A,2.84,63
352,201508,BIOL 3381,A,3.60,15
353,201508,BIOL 3381,B,3.88,9
354,201508,BIOL 3450,A,3.28,89
355,201508,BIOL 3600,A,3.15,34
356,201508,BIOL 3753,A,3.25,16
357,201508,BIOL 4015,A,3.88,61
358,201508,BIOL 4150,A,3.90,20
359,201508,BIOL 4225,A,4.00,8
360,201508,BIOL 4401,A,3.28,40
361,201508,BIOL 4446,A,3.18,14
362,201508,BIOL 4460,A,4.00,12
363,201508,BIOL 4460,B,4.00,9
364,201508,BIOL 4460,C,3.89,9
365,201508,BIOL 4464,A,3.54,13
366,201508,BIOL 4471,A,3.30,24
367,201508,BIOL 4545,A,3.81,21
368,201508,BIOL 4590,A,4.00,7
369,201508,BIOL 4590,C,3.89,9
370,201508,BIOL 4607,A,3.33,7
371,201508,BIOL 4650,B,3.89,19
372,201508,BIOL 4690,A,4.00,11
373,201508,BIOL 4695,A,3.20,5
374,201508,BIOL 4695,Z,4.00,5
375,201508,BIOL 4697,A,4.00,7
376,201508,BIOL 4697,B,4.00,6
377,201508,BIOL 4697,C,4.00,4
378,201508,BIOL 4699,CHE,4.00,2
379,201508,BIOL 4699,CHO,4.00,2
380,201508,BIOL 4699,FAN,4.00,1
381,201508,BIOL 4699,GAU,4.00,3
382,201508,BIOL 4699,GIB,4.00,1
383,201508,BIOL 4699,GOL,4.00,1
384,201508,BIOL 4699,GOO,3.80,5
385,201508,BIOL 4699,HAM,4.00,1
386,201508,BIOL 4699,HU,4.00,1
387,201508,BIOL 4699,JIA,4.00,2
388,201508,BIOL 4699,KUB,3.67,3
389,201508,BIOL 4699,LAC,4.00,1
390,201508,BIOL 4699,MCG,4.00,2
391,201508,BIOL 4699,MGU,2.00,1
392,201508,BIOL 4699,MON,4.00,1
393,201508,BIOL 4699,NIE,4.00,2
394,201508,BIOL 4699,RAT,4.00,2
395,201508,BIOL 4699,SHI,4.00,1
396,201508,BIOL 4699,SKO,4.00,2
397,201508,BIOL 4699,STE,4.00,2
398,201508,BIOL 4699,STO,4.00,1
399,201508,BIOL 4699,STR,4.00,3
400,201508,BIOL 4699,TOR,4.00,1
401,201508,BIOL 4699,VAN,4.00,1
402,201508,BIOL 4699,WAR,4.00,1
403,201508,BIOL 4699,YEN,4.00,4
404,201508,BIOL 4740,A,4.00,1
405,201508,BIOL 4801,A,3.85,14
406,201508,BIOL 4803,G,3.63,9
407,201508,BIOL 4803,H,3.60,6
408,201508,BIOL 4910,A,4.00,4
409,201508,BIOL 6150,A,3.84,32
410,201508,BIOL 6608,A,3.89,9
411,201508,BIOL 6765,A,3.50,8
412,201508,BIOL 7015,A,3.90,22
413,201508,BIOL 7111,A,4.00,11
414,201508,BIOL 8802,B,4.00,11
415,201508,BIOL 8803,B,3.88,33
416,201508,BIOL 8803,C,3.88,8
417,201508,BIOL 8803,D,4.00,5
418,201508,BIOL 8803,E,3.67,14
419,201508,BIOL 8803,F,4.00,15
420,201508,BIOL 8803,G,4.00,5
421,201508,BIOL 8901,FAN,4.00,3
422,201508,BIOL 8901,GAU,4.00,2
423,201508,BIOL 8901,GIB,3.50,2
424,201508,BIOL 8901,HAM,4.00,1
425,201508,BIOL 8901,HAY,4.00,1
426,201508,BIOL 8901,JIA,4.00,1
427,201508,BIOL 8901,JOR,4.00,4
428,201508,BIOL 8901,KON,4.00,2
429,201508,BIOL 8901,KOS,4.00,2
430,201508,BIOL 8901,KUB,4.00,1
431,201508,BIOL 8901,LAC,4.00,1
432,201508,BIOL 8901,LEE,3.00,3
433,201508,BIOL 8901,LOB,4.00,1
434,201508,BIOL 8901,MCD,4.00,2
435,201508,BIOL 8901,MCG,4.00,4
436,201508,BIOL 8901,NIE,4.00,1
437,201508,BIOL 8901,STO,4.00,2
438,201508,BIOL 8901,TOR,4.00,1
439,201508,BIOL 8901,VAN,4.00,3
440,201508,BIOL 8901,WAR,4.00,1
441,201508,BIOL 8901,WEI,4.00,1
442,201508,BIOL 8901,WIL,4.00,1
443,201508,BIOL 8901,WTZ,4.00,4
444,201508,BIOL 8902,GIB,3.00,2
445,201508,BIOL 8902,JOR,4.00,2
446,201508,BIOL 8902,LAC,4.00,1
447,201508,BIOL 8902,LEE,4.00,1
448,201508,BIOL 8902,MCG,4.00,2
449,201508,BIOL 8902,MON,4.00,1
450,201508,BIOL 8902,SHI,4.00,1
451,201508,BIOL 8902,VAN,4.00,3
452,201508,BIOL 8902,YI,4.00,1
453,201508,BMED 2210,A,3.11,47
454,201508,BMED 2210,B,3.23,48
455,201508,BMED 2210,C,2.90,32
456,201508,BMED 2210,D,3.16,31
457,201508,BMED 2210,E,3.00,32
458,201508,BMED 2210,F,3.45,34
459,201508,BMED 2210,G,3.65,32
460,201508,BMED 2210,H,3.09,33
461,201508,BMED 2310,B,3.23,32
462,201508,BMED 2310,D,2.92,14
463,201508,BMED 2310,E,3.80,5
464,201508,BMED 2400,A,3.20,95
465,201508,BMED 2699,BAB,3.00,1
466,201508,BMED 2699,BEL,4.00,2
467,201508,BMED 2699,BOR,4.00,1
468,201508,BMED 2699,BUT,4.00,1
469,201508,BMED 2699,KE,4.00,1
470,201508,BMED 2699,KEM,4.00,1
471,201508,BMED 2699,KWO,4.00,1
472,201508,BMED 2699,LAM,4.00,1
473,201508,BMED 2699,MIT,3.44,9
474,201508,BMED 2699,SUN,4.00,1
475,201508,BMED 2699,WAN,4.00,1
476,201508,BMED 2699,YOG,4.00,3
477,201508,BMED 2803,A,4.00,5
478,201508,BMED 2803,B,3.92,12
479,201508,BMED 2803,C,3.77,13
480,201508,BMED 2803,D,3.60,10
481,201508,BMED 3100,A,2.92,53
482,201508,BMED 3100,B,3.28,57
483,201508,BMED 3100,C,3.06,38
484,201508,BMED 3110,A,3.86,23
485,201508,BMED 3110,B,3.53,20
486,201508,BMED 3110,C,3.44,18
487,201508,BMED 3110,D,3.80,20
488,201508,BMED 3110,E,3.95,21
489,201508,BMED 3110,F,3.71,18
490,201508,BMED 3310,A,2.50,47
491,201508,BMED 3310,B,2.70,47
492,201508,BMED 3400,A,2.81,22
493,201508,BMED 3400,B,2.72,19
494,201508,BMED 3400,C,3.05,24
495,201508,BMED 3400,D,2.75,26
496,201508,BMED 3400,E,2.88,24
497,201508,BMED 3400,F,3.19,26
498,201508,BMED 3520,A,2.82,38
499,201508,BMED 3520,B,2.91,44
500,201508,BMED 3520,C,3.00,40
501,201508,BMED 3600,A,2.81,46
502,201508,BMED 3600,B,2.42,46
503,201508,BMED 3600,C,2.87,47
504,201508,BMED 3610,A,3.76,17
505,201508,BMED 3610,B,4.00,17
506,201508,BMED 3610,C,3.94,18
507,201508,BMED 3610,D,3.63,16
508,201508,BMED 3610,E,3.88,16
509,201508,BMED 3610,F,3.79,14
510,201508,BMED 4477,A,3.89,10
511,201508,BMED 4602,A,3.05,20
512,201508,BMED 4602,B,3.26,23
513,201508,BMED 4602,C,3.48,21
514,201508,BMED 4602,ID,3.66,32
515,201508,BMED 4602,IP,3.00,2
516,201508,BMED 4699,BAB,3.80,5
517,201508,BMED 4699,BAR,4.00,2
518,201508,BMED 4699,BEL,4.00,4
519,201508,BMED 4699,BOT,4.00,4
520,201508,BMED 4699,BUT,4.00,3
521,201508,BMED 4699,DAV,4.00,1
522,201508,BMED 4699,DEW,4.00,1
523,201508,BMED 4699,ENG,4.00,1
524,201508,BMED 4699,ETH,4.00,5
525,201508,BMED 4699,FAU,4.00,1
526,201508,BMED 4699,GUL,4.00,3
527,201508,BMED 4699,GUP,4.00,1
528,201508,BMED 4699,HAR,4.00,3
529,201508,BMED 4699,IPD,2.00,1
530,201508,BMED 4699,JO,4.00,1
531,201508,BMED 4699,JOV,4.00,1
532,201508,BMED 4699,KE,4.00,2
533,201508,BMED 4699,KEM,4.00,2
534,201508,BMED 4699,KES,4.00,3
535,201508,BMED 4699,KMP,4.00,1
536,201508,BMED 4699,LAM,4.00,14
537,201508,BMED 4699,LAP,4.00,1
538,201508,BMED 4699,LEE,4.00,1
539,201508,BMED 4699,MAY,4.00,1
540,201508,BMED 4699,MCC,4.00,1
541,201508,BMED 4699,MIT,3.83,18
542,201508,BMED 4699,MUR,4.00,1
543,201508,BMED 4699,OSH,4.00,1
544,201508,BMED 4699,PLA,4.00,5
545,201508,BMED 4699,SUL,4.00,3
546,201508,BMED 4699,SUN,4.00,5
547,201508,BMED 4699,TEM,4.00,2
548,201508,BMED 4699,THO,4.00,2
549,201508,BMED 4699,TIN,4.00,3
550,201508,BMED 4699,VOI,4.00,2
551,201508,BMED 4699,XIA,4.00,1
552,201508,BMED 4699,YOG,4.00,8
553,201508,BMED 4699,YOO,4.00,1
554,201508,BMED 4740,A,3.83,6
555,201508,BMED 4751,A,2.74,42
556,201508,BMED 4757,A,3.56,41
557,201508,BMED 4758,A,2.79,25
558,201508,BMED 4781,A,3.53,17
559,201508,BMED 4784,A,3.79,29
560,201508,BMED 4803,A,3.07,31
561,201508,BMED 4803,LEE,3.81,19
562,201508,BMED 4813,A,3.76,58
563,201508,BMED 4823,A,4.00,3
564,201508,BMED 4843,A,4.00,16
565,201508,BMED 4901,VEN,4.00,2
566,201508,BMED 6501,A,3.52,31
567,201508,BMED 6502,A,4.00,31
568,201508,BMED 6503,A,3.55,31
569,201508,BMED 6505,A,3.94,31
570,201508,BMED 6743,A,3.50,4
571,201508,BMED 6753,A,3.33,3
572,201508,BMED 6782,A,3.50,10
573,201508,BMED 6789,A,3.75,4
574,201508,BMED 6794,A,3.76,17
575,201508,BMED 7001,A,1,71
576,201508,BMED 7011,A,4.00,22
577,201508,BMED 7101,A,3.56,16
578,201508,BMED 7610,A,3.82,12
579,201508,BMED 8813,CAR,3.90,10
580,201508,BMED 8813,HDF,4.00,6
581,201508,BMED 8813,MLB,4.00,11
582,201508,BMED 8813,NEU,3.50,4
583,201508,BMED 8901,WAN,4.00,1
584,201508,BMED 9000,RBU,1,5
585,201508,BC 3600,DC,4.00,1
586,201508,BC 3610,SC,3.00,1
587,201508,BC 4130,PP,4.00,3
588,201508,BC 4630,A,4.00,5
589,201508,BC 4672,TK,3.33,4
590,201508,BC 4803,CD,3.85,56
591,201508,BC 6025,S,3.80,10
592,201508,BC 6100,S,3.67,12
593,201508,BC 6175,T,3.30,10
594,201508,BC 6185,EP,3.79,29
595,201508,BC 6285,FC,3.53,34
596,201508,BC 6300,S,3.63,24
597,201508,BC 6350,S,3.70,27
598,201508,BC 6375,RP,3.89,9
599,201508,BC 6400,S,3.50,16
600,201508,BC 6550,S,4.00,28
601,201508,BC 6685,SB,3.83,31
602,201508,BC 7100,BA,3.33,15
603,201508,BC 8813,CD,3.77,13
604,201508,BC 8823,XS,3.57,7
605,201508,BC 8843,MK,3.88,17
606,201508,BC 8903,BA,4.00,5
607,201508,BC 8903,DC,4.00,1
608,201508,BC 8903,DP,4.00,1
609,201508,BC 8903,RP,4.00,1
610,201508,CHBE,2100.,2.38,59
611,201508,CHBE,2120.,2.91,58
612,201508,CHBE,2130.,3.07,97
613,201508,CHBE,2699.,4.00,1
614,201508,CHBE,3130.,2.94,110
615,201508,CHBE,3200.,2.54,55
616,201508,CHBE,3210.,2.67,103
617,201508,CHBE,3225.,2.65,89
618,201508,CHBE,4020.,3.76,36
619,201508,CHBE,4200.,3.02,60
620,201508,CHBE,4210.,3.50,20
621,201508,CHBE,4300.,2.48,23
622,201508,CHBE,4310.,2.96,48
623,201508,CHBE,4400.,2.99,91
624,201508,CHBE,4510.,3.12,138
625,201508,CHBE,4515.,3.12,95
626,201508,CHBE,4535.,3.98,54
627,201508,CHBE,4699.,4.00,5
628,201508,CHBE,4763.,3.63,65
629,201508,CHBE,4775.,3.48,30
630,201508,CHBE,4801.,4.00,6
631,201508,CHBE,4803.,3.45,35
632,201508,CHBE,4901.,4.00,1
633,201508,CHBE,4903.,2.50,2
634,201508,CHBE,6003.,4.00,52
635,201508,CHBE,6020.,4.00,11
636,201508,CHBE,6100.,3.41,50
637,201508,CHBE,6200.,3.37,53
638,201508,CHBE,6229.,3.00,1
639,201508,CHBE,6300.,3.38,54
640,201508,CHBE,6500.,3.28,53
641,201508,CHBE,6741.,3.59,17
642,201508,CHBE,6752.,4.00,1
643,201508,CHBE,6779.,4.00,3
644,201508,CHBE,6782.,3.00,1
645,201508,CHBE,7771.,4.00,1
646,201508,CHBE,8001.,1,165
647,201508,CHBE,8801.,4.00,7
648,201508,CHBE,8803.,3.80,10
649,201508,CHEM 1211K,AC,2.66,241
650,201508,CHEM 1211K,B,2.86,251
651,201508,CHEM 1212K,B,2.97,205
652,201508,CHEM 1212K,HP,3.63,30
653,201508,CHEM 1310,A,3.37,261
654,201508,CHEM 1310,G,3.25,95
655,201508,CHEM 1310,HP,3.57,24
656,201508,CHEM 1310,L,3.44,257
657,201508,CHEM 1310,N,3.38,85
658,201508,CHEM 1315,A,2.90,192
659,201508,CHEM 2211,AB,3.14,47
660,201508,CHEM 2311,M,2.67,160
661,201508,CHEM 2312,A,2.92,178
662,201508,CHEM 2380,AB,3.29,166
663,201508,CHEM 2801,S,1,3
664,201508,CHEM 3111,A,2.69,43
665,201508,CHEM 3211,A,3.00,19
666,201508,CHEM 3371,A,3.90,32
667,201508,CHEM 3380,A,2.56,24
668,201508,CHEM 3411,A,3.17,51
669,201508,CHEM 3511,A,3.39,138
