,0,1,2,3,4,5,6,7
1505,201702,Land Use& Transportation,30586,CEE 6624,B,3.000,1:35 pm - 2:55 pm,Timothy Faolan  Welch 
1506,201702,Discrete Choice Modeling,30431,CEE 6650,A,3.000,4:35 pm - 5:55 pm,Patricia   Mokhtarian 
1507,201702,Engr Communication,20944,CEE 6754,A,3.000,12:05 pm - 12:55 pm,Lisa Gail  Rosenstein 
1508,201702,Atmospheric Aerosols,30432,CEE 6795,A,3.000,11:05 am - 11:55 am,Rodney J.  Weber 
1509,201702,Computational Fluid Mech,30726,CEE 7751,A,3.000,4:35 pm - 5:55 pm,Alexander   Alexeev 
1510,201702,Fatigue-Materials&Struct,30725,CEE 7774,A,3.000,1:05 pm - 1:55 pm,Richard William  Neu 
1511,201702,EFMWR Seminar,26679,CEE 8096,A,1.000,1:05 pm - 1:55 pm,Jian   Luo 
1512,201702,Special Topics,21129,CEE 8811,A,1.000,1:05 pm - 1:55 pm,Arash   Yavari 
1513,201702,Special Topics,28532,CEE 8811,B,1.000,2:05 pm - 2:55 pm,James D  Frost 
1514,201702,Special Topics,25932,CEE 8812,A,2.000,1:05 pm - 1:55 pm,Michael Owen  Rodgers 
1515,201702,Special Topics,26680,CEE 8812,B,2.000,12:05 pm - 12:55 pm,Armistead Goode  Russell 
1516,201702,Special Topics,28641,CEE 8813,0,3.000,2:05 pm - 3:25 pm,Glaucio H  Paulino 
1517,201702,Special Topics,31246,CEE 8813,0,3.000,12:05 pm - 1:25 pm,Jack   Wexler 
1518,201702,Special Topics,29785,CEE 8813,A,3.000,1:35 pm - 2:55 pm,Chloe Fanny  Arson 
1519,201702,Special Topics,25928,CEE 8813,B,3.000,4:35 pm - 5:55 pm,Hermann Marc  Fritz 
1520,201702,Special Topics,25983,CEE 8813,C,3.000,3:05 pm - 4:25 pm,Francesco   Fedele 
1521,201702,Special Topics,31232,CEE 8813,D,3.000,8:05 am - 9:25 am,Paul Allen  Schlumper 
1522,201702,Special Topics,22592,CEE 8813,E,3.000,11:05 am - 11:55 am,John E  Taylor 
1523,201702,Undergraduate  TA  Prep,23596,CETL 2000,BIO,1.000,10:05 am - 10:55 am,Christine C  Spencer 
1524,201702,Undergraduate  TA  Prep,27798,CETL 2000,CBE,1.000,11:05 am - 11:55 am,Yonathan S  Thio 
1525,201702,Undergraduate  TA  Prep,26181,CETL 2000,MAT,1.000,11:05 am - 11:55 am,Klara Judith  Grodzinsky 
1526,201702,Fund of Peer Tutoring,24954,CETL 2001,A,1.000,11:05 am - 11:55 am,Beatriz Elena  Rodriguez 
1527,201702,Residence Life Seminar,24392,CETL 3000,A2,1.000,6:05 pm - 6:55 pm,Kaleitha S  Johnson 
1528,201702,GTA Preparation,24775,CETL 8000,BIO,1.000,10:05 am - 10:55 am,Christine C  Spencer 
1529,201702,GTA Preparation,30873,CETL 8000,CBE,1.000,11:05 am - 11:55 am,Yonathan S  Thio 
1530,201702,GTA Preparation,25627,CETL 8000,COC,1.000,9:00 am - 9:55 am,Olufisayo A  Omojokun 
1531,201702,GTA Preparation,27104,CETL 8000,ECE,1.000,6:35 pm - 7:25 pm,Daniela   Staiculescu 
1532,201702,GTA Preparation,22219,CETL 8000,MAT,1.000,11:05 am - 11:55 am,Klara Judith  Grodzinsky 
1533,201702,Teach&Learn-Higher Edu,26070,CETL 8713,TL,3.000,9:35 am - 11:25 am,Katherine Z  Williams 
1534,201702,Teach Practicum-HigherEd,26087,CETL 8715,A,3.000,2:05 pm - 2:55 pm,David   Lawrence 
1535,201702,Course Design-Higher Edu,26064,CETL 8717,A,3.000,9:35 am - 11:25 am,Tammy Michelle  McCoy 
1536,201702,Teach Immersion-HigherEd,26089,CETL 8719,A,1.000,2:05 pm - 2:55 pm,David   Lawrence 
1537,201702,Acad Writ Intnl Grads,28938,CETL 8723,A,2.000,1:35 pm - 2:55 pm,Jane   Chisholm 
1538,201702,Acad Writ Intnl Grads,31341,CETL 8723,B,2.000,9:35 am - 10:55 am,Kurt M  Belgum 
1539,201702,Pres Skills Intl Grads,28941,CETL 8796,A,2.000,12:05 pm - 12:55 pm,Jane   Chisholm 
1540,201702,Oral Comm Intl Grads,28942,CETL 8797,A,2.000,1:05 pm - 1:55 pm,Beryl C  Martinson 
1541,201702,Special Topics,26849,CETL 8801,COC,1.000,9:05 am - 9:55 am,Olufisayo A  Omojokun 
1542,201702,Conservation Prin in BME,21707,BMED 2210,A,4.000,12:05 pm - 12:55 pm,Linda Rosemary  Harley 
1543,201702,Conservation Prin in BME,28541,BMED 2210,B,4.000,12:05 pm - 12:55 pm,Maysam   Nezafati 
1544,201702,Conservation Prin in BME,21708,BMED 2210,C,4.000,12:05 pm - 12:55 pm,Johannes E  Leisen 
1545,201702,Conservation Prin in BME,21709,BMED 2210,D,4.000,12:05 pm - 12:55 pm,Edward A  Botchwey 
1546,201702,Problems in Biomed Engr,30130,BMED 2250,A,3.000,1:05 pm - 1:55 pm,James   Dahlman 
1547,201702,Problems in Biomed Engr,28600,BMED 2250,B,3.000,1:05 pm - 1:55 pm,Francisco   Robles Guerrero 
1548,201702,Problems in Biomed Engr,30131,BMED 2250,C,3.000,1:05 pm - 1:55 pm,Annabelle   Singer 
1549,201702,Intro Biomed Engr Design,28605,BMED 2310,A,3.000,12:05 pm - 12:55 pm,James Keith  Rains 
1550,201702,Intro Biomed Engr Design,28606,BMED 2310,B,3.000,12:05 pm - 12:55 pm,James Keith  Rains 
1551,201702,Intro Biomed Engr Design,28607,BMED 2310,C,3.000,12:05 pm - 12:55 pm,James Keith  Rains 
1552,201702,Intro Biomed Engr Design,28608,BMED 2310,D,3.000,12:05 pm - 12:55 pm,James Keith  Rains 
1553,201702,Intro Biomed Engr Design,28670,BMED 2310,E,3.000,12:05 pm - 12:55 pm,James Keith  Rains 
1554,201702,Systems Physiology,24780,BMED 3100,B,3.000,4:35 pm - 5:55 pm,Hannah   Song 
1555,201702,Systems Physiology,26622,BMED 3100,C,3.000,8:05 am - 9:25 am,Machelle   Pardue 
1556,201702,Quant Engr Physio Lab I,28044,BMED 3110,A,2.000,12:05 pm - 2:55 pm,Esfandiar   Behravesh 
1557,201702,Quant Engr Physio Lab I,26244,BMED 3110,F,2.000,12:05 pm - 2:55 pm,Esfandiar   Behravesh 
1558,201702,Biotransport,28610,BMED 3310,A,3.000,9:05 am - 10:55 am,Linda Rosemary  Harley 
1559,201702,Biotransport,28613,BMED 3310,B,3.000,12:05 pm - 1:55 pm,Linda Rosemary  Harley 
1560,201702,Biotransport,28614,BMED 3310,C,3.000,3:05 pm - 4:55 pm,Linda Rosemary  Harley 
1561,201702,Intro to Biomechanics,21038,BMED 3400,A,4.000,3:05 pm - 4:25 pm,Charles C  Kemp 
1562,201702,Intro to Biomechanics,21844,BMED 3400,B,4.000,3:05 pm - 4:25 pm,Charles C  Kemp 
1563,201702,Intro to Biomechanics,21845,BMED 3400,C,4.000,1:35 pm - 2:55 pm,Anastassia   Pokutta-Paskaleva 
1564,201702,Intro to Biomechanics,22243,BMED 3400,D,4.000,1:35 pm - 2:55 pm,Anastassia   Pokutta-Paskaleva 
1565,201702,Intro to Biomechanics,26631,BMED 3400,E,4.000,12:05 pm - 1:25 pm,Wei   Sun 
1566,201702,Intro to Biomechanics,28554,BMED 3400,F,4.000,12:05 pm - 1:25 pm,Wei   Sun 
1567,201702,Sensors& Instrumentation,30686,BMED 3500,A,3.000,3:05 pm - 5:55 pm,Robert John  Butera 
1568,201702,Biomed Sys & Modeling,28617,BMED 3520,A,3.000,4:05 pm - 4:55 pm,Eberhard O  Voit 
1569,201702,Biomed Sys & Modeling,28618,BMED 3520,B,3.000,4:05 pm - 4:55 pm,Melissa   Kemp 
1570,201702,Biomed Sys & Modeling,28619,BMED 3520,C,3.000,4:05 pm - 4:55 pm,Christopher   Kieslich 
1571,201702,Physio Cell & Mol  Syst,26632,BMED 3600,C,3.000,1:05 pm - 1:55 pm,Manu O  Platt 
1572,201702,Quant Engr Physio Lab II,23568,BMED 3610,A,2.000,9:05 am - 9:55 am,Balakrishna S  Pai 
1573,201702,Quant Engr Physio Lab II,23569,BMED 3610,B,2.000,9:05 am - 9:55 am,Balakrishna S  Pai 
1574,201702,Quant Engr Physio Lab II,23570,BMED 3610,C,2.000,9:05 am - 9:55 am,Balakrishna S  Pai 
1575,201702,Quant Engr Physio Lab II,24167,BMED 3610,D,2.000,9:05 am - 9:55 am,Balakrishna S  Pai 
1576,201702,Quant Engr Physio Lab II,24861,BMED 3610,E,2.000,9:05 am - 9:55 am,Balakrishna S  Pai 
1577,201702,Quant Engr Physio Lab II,26243,BMED 3610,F,2.000,9:05 am - 9:55 am,Balakrishna S  Pai 
1578,201702,Cell & Tissue Engr Lab,30804,BMED 4500,A,3.000,10:05 am - 10:55 am,Julia E   Babensee 
1579,201702,Capstone Design,25198,BMED 4602,A,3.000,3:05 pm - 4:25 pm,James B  Stubbs 
1580,201702,Capstone Design,25427,BMED 4602,B,3.000,3:05 pm - 4:25 pm,James B  Stubbs 
1581,201702,Capstone Design,25428,BMED 4602,C,3.000,3:05 pm - 4:25 pm,James Keith  Rains 
1582,201702,Capstone Design,25430,BMED 4602,D,3.000,3:05 pm - 4:25 pm,James Keith  Rains 
1583,201702,Capstone Design,27065,BMED 4602,E,3.000,3:05 pm - 4:25 pm,James Keith  Rains 
1584,201702,Capstone Design,30993,BMED 4602,F,3.000,3:05 pm - 4:25 pm,James B  Stubbs 
1585,201702,Diagnostic Imaging Phys,21482,BMED 4750,A,3.000,10:05 am - 10:55 am,C K  Wang 
1586,201702,Intro to Biomaterials,22236,BMED 4751,A,3.000,9:35 am - 10:55 am,Johnna S  Temenoff 
1587,201702,Intro to Biomaterials,26906,BMED 4751,B,3.000,3:05 pm - 4:25 pm,Krishnendu   Roy 
1588,201702,Biofluid Mechanics,26962,BMED 4757,A,3.000,4:35 pm - 5:55 pm,Ajit P  Yoganathan 
1589,201702,Biosolid Mechanics,30714,BMED 4758,A,3.000,1:35 pm - 2:55 pm,James Brandon  Dixon 
1590,201702,Biosolid Mechanics,31564,BMED 4758,AUD,3.000,1:35 pm - 2:55 pm,James Brandon  Dixon 
1591,201702,"Drug Design,Devlpmnt&Delivery",22897,BMED 4765,A,3.000,1:35 pm - 2:55 pm,Mark R  Prausnitz 
1592,201702,Biosystems Analysis,27963,BMED 4782,A,3.000,3:05 pm - 4:25 pm,Omer   Inan 
1593,201702,Intro-Medical Image Proc,29288,BMED 4783,A,3.000,1:05 pm - 2:25 pm,Dongmei   Wang 
1594,201702,Special Topics,30683,BMED 4803,JAY,3.000,8:05 am - 9:25 am,Jaydev P  Desai 
1595,201702,Special Topics,30526,BMED 4803,PHY,3.000,12:05 pm - 1:25 pm,Philip J  Santangelo 
1596,201702,Special Topics,27769,BMED 4813,A,3.000,12:05 pm - 1:25 pm,Jeremy   Ackerman 
1597,201702,Special Topics,30715,BMED 4813,BHI,3.000,3:05 pm - 4:25 pm,Dongmei   Wang 
1598,201702,Special Topics,30231,BMED 4813,LEE,3.000,4:35 pm - 5:55 pm,Robert   Lee 
1599,201702,Special Topics,28877,BMED 4813,NAN,3.000,3:05 pm - 4:25 pm,Shuming   Nie 
1600,201702,Special Topics,28578,BMED 4823,A,3.000,12:05 pm - 1:25 pm,Jeremy   Ackerman 
1601,201702,Special Topics,28587,BMED 4833,A,3.000,2:05 pm - 2:55 pm,Paul J  Benkeser 
1602,201702,Special Topics,30716,BMED 4833,B,3.000,1:35 pm - 2:55 pm,Robert   Lee 
1603,201702,Special Topics,27070,BMED 4843,B,3.000,11:05 am - 11:55 am,Wilbur A  Lam 
1604,201702,Fina Planning for Projs,29287,BMED 6504,A,3.000,12:05 pm - 1:25 pm,Arnold   Schneider 
1605,201702,BioID Masters Project I,28004,BMED 6508,A,3.000,9:05 am - 9:55 am,Sathyamurthy   Gourisankar 
1606,201702,Biostatistics,29282,BMED 6700,0,3.000,3:05 pm - 4:25 pm,Branislav   Vidakovic 
1607,201702,Biotransport,25940,BMED 6720,0,3.000,1:35 pm - 2:55 pm,Susan   Thomas 
1608,201702,Advanced Biomaterials,22527,BMED 6777,0,3.000,9:35 am - 10:55 am,Andres J.  Garcia 
1609,201702,Medical Image Processing,29203,BMED 6780,0,3.000,1:05 pm - 2:25 pm,Dongmei   Wang 
1610,201702,Medical Imaging Systems,24733,BMED 6786,B,3.000,3:05 pm - 4:25 pm,Shella D  Keilholz 
1611,201702,Info Proc Model Neur Sys,30505,BMED 6790,0,3.000,9:05 am - 10:25 am,Chrisopher John  Rozell 
1612,201702,Systems Pathophysiology,29249,BMED 6793,0,3.000,4:05 pm - 5:25 pm,Hanjoong   Jo 
1613,201702,Biomed Engineer Seminar,25196,BMED 7001,A,1.000,11:00 am - 12:00 pm,Kyla Turpin  Ross 
1614,201702,Teaching & Research II,29283,BMED 7005,0,1.000,9:05 am - 9:55 am,Kyla Turpin  Ross 
1615,201702,Integ Core-Experi Design,25197,BMED 7012,A,3.000,3:05 pm - 4:25 pm,Garrett Baker  Stanley 
1616,201702,Stem Cell Engineering,30883,BMED 7310,0,3.000,8:00 am - 9:30 am,Hee Cheol   Cho 
1617,201702,Special Topics,27760,BMED 8813,BHI,3.000,3:05 pm - 4:25 pm,Dongmei   Wang 
1618,201702,Special Topics,30409,BMED 8813,CNH,3.000,2:30 pm - 5:30 pm,Lena H.  Ting 
1619,201702,Special Topics,29250,BMED 8813,ETR,3.000,2:00 pm - 5:00 pm,Randy Dale  Trumbower 
1620,201702,Special Topics,30806,BMED 8813,MLB,3.000,3:05 pm - 4:25 pm,Peng   Qiu 
1621,201702,Special Topics,30803,BMED 8813,MRO,3.000,8:05 am - 9:25 am,Jaydev P  Desai 
1622,201702,Special Topics,26923,BMED 8813,NAN,3.000,3:05 pm - 4:25 pm,Shuming   Nie 
1623,201702,Special Topics,30805,BMED 8813,NEU,3.000,1:35 pm - 2:55 pm,Robert   Lee 
1624,201702,Special Topics,30531,ML 2813,I,3.000,4:05 pm - 5:55 pm,Michael   Wiedorn 
1625,201702,Special Topics,30563,ML 3813,H,3.000,3:05 pm - 4:25 pm,Anna Westerstahl  Stenport 
1626,201702,Naval History,20787,NS 1323,A,3.000,9:35 am - 10:55 am,Keith Stephen  Mitchell 
1627,201702,Naval Leadership I,20811,NS 2321,X,3.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Arprell   Walker 
1628,201702,Navigation,21772,NS 2323,0,3.000,9:05 am - 9:55 am,Jacob Timothy  Bush 
1629,201702,Evolution of Warfare,21880,NS 3323,X,3.000,9:35 am - 10:55 am,Craig Allen  Thompson 
1630,201702,Marine Weapons & Tactics,21774,NS 3324,X,3.000,7:05 am - 8:25 am,Craig Allen  Thompson 
1631,201702,Naval Weapons Systems,21879,NS 3325,X,3.000,6:00 am - 7:00 am,Keith Stephen  Mitchell 
1632,201702,Naval Engineering Sys,22268,NS 3326,A,3.000,8:05 am - 9:25 am,Benjamin Trent  Perkins 
1633,201702,Naval Operations,24427,NS 4320,A,3.000,7:05 am - 7:55 am,Arprell   Walker 
1634,201702,Naval Leadership II,29722,NS 4322,A,3.000,9:35 am - 10:55 am,Baron Vaughn  Reinhold 
1635,201702,Amphibious Warfare,23005,NS 4323,A,3.000,7:05 am - 8:25 am,Craig Allen  Thompson 
1636,201702,Analytical Methods,20986,IL 6450,A,1.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",John   Vande Vate 
1637,201702,Demand and Yield Mgt,20985,IL 6451,A,1.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",John   Vande Vate 
1638,201702,Reverse Green Logistics,28499,IL 6452,1,1.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",John   Vande Vate 
1639,201702,Labor Relations,28500,IL 6453,1,1.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",John   Vande Vate 
1640,201702,European Trade&Transport,28501,IL 6454,1,1.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",John   Vande Vate 
1641,201702,Finance for Logistics,20988,IL 6455,A,1.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",John   Vande Vate 
1642,201702,Financial Decisions,28509,IL 6456,1,1.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",John   Vande Vate 
1643,201702,American Trade&Transport,28510,IL 6457,1,1.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",John   Vande Vate 
1644,201702,Warehousing,28511,IL 6458,1,1.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",John   Vande Vate 
1645,201702,Intl Trade & Transport,22953,IL 6459,1,1.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",John   Vande Vate 
1646,201702,Intl Freight Management,22954,IL 6460,1,1.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",John   Vande Vate 
1647,201702,Asian Trade & Transport,22955,IL 6461,1,1.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",John   Vande Vate 
1648,201702,ERP Systems,28502,IL 6464,1,1.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",John   Vande Vate 
1649,201702,Marketing Channels,20987,IL 6465,A,1.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",John   Vande Vate 
1650,201702,Global Supply Chain,28503,IL 6466,1,1.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",John   Vande Vate 
1651,201702,Transportation,28512,IL 6467,1,1.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",John   Vande Vate 
1652,201702,Manufacturing,28504,IL 6468,1,1.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",John   Vande Vate 
1653,201702,Cases-Intl Logistics I,28506,IL 6475,1,2.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",John   Vande Vate 
1654,201702,Cases-Intl Logistics II,28507,IL 6476,1,2.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",John   Vande Vate 
1655,201702,Cases-Intl Logistics III,28513,IL 6477,1,2.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",John   Vande Vate 
1656,201702,Cases-Intl Logistics IV,22956,IL 6478,1,2.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",John   Vande Vate 
1657,201702,Special Topics in IAC,30665,IAC 2803,DW,3.000,1:05 pm - 3:55 pm,Deanna Ferree  Womack 
1658,201702,Special Topics in IAC,28943,IAC 3803,JC,3.000,4:35 pm - 5:55 pm,John David  Cressler 
1659,201702,Biology of Sex & Death,30657,BIOL 1220,B,4.000,9:35 am - 10:55 am,Brian K  Hammer 
1660,201702,Biological Principles,24096,BIOL 1510,A,4.000,9:05 am - 9:55 am,Jung H  Choi 
1661,201702,Intro to Organismal Biol,20326,BIOL 1520,P,4.000,11:05 am - 11:55 am,Shana Corinne  Kerr 
1662,201702,Intro to Organismal Biol,23581,BIOL 1520,R,4.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",David   Garton 
1663,201702,Honors Organismal Biol,30660,BIOL 1521,A,4.000,8:05 am - 9:25 am,Joseph P  Montoya 
1664,201702,Biogeography-New Zealand,22209,BIOL 2100,R,3.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",David   Garton 
1665,201702,Honors Ecology,26643,BIOL 2337,A,3.000,12:05 pm - 1:25 pm,Marc J.  Weissburg 
1666,201702,Genetics,21443,BIOL 2344,A,3.000,8:05 am - 9:25 am,Michael   Goodisman 
1667,201702,Math Models in Biol,22208,BIOL 2400,A,3.000,9:35 am - 10:55 am,Joseph   Lachance 
1668,201702,Ecology&Evol-Australia,22210,BIOL 3100,R,3.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",David   Garton 
1669,201702,Cell Molecular Biol,25364,BIOL 3450,A,3.000,10:05 am - 10:55 am,Jung H  Choi 
1670,201702,Cell Molecular Biol,28530,BIOL 3450,B,3.000,9:05 am - 9:55 am,Alfred H.  Merrill 
1671,201702,Intro Evolutionary Biol,21837,BIOL 3600,A,3.000,12:05 pm - 1:25 pm,William C  Ratcliff 
1672,201702,Human Physiology,26897,BIOL 3755,A,3.000,9:35 am - 10:55 am,Young Charles  Jang 
1673,201702,Protein Biology,27172,BIOL 4012,A,3.000,3:05 pm - 4:25 pm,Yury O  Chernoff 
1674,201702,Microbial Ecology,22216,BIOL 4410,A,3.000,11:05 am - 11:55 am,Joel   Kostka 
1675,201702,Marine Ecology,25865,BIOL 4417,A,3.000,1:35 pm - 2:55 pm,Mark Edward  Hay 
1676,201702,Microbial Physiology,21479,BIOL 4418,A,3.000,3:05 pm - 4:25 pm,Thomas J  Dichristina 
1677,201702,Comm Biological Research,28545,BIOL 4460,A,1.000,4:05 pm - 5:25 pm,Yuhong   Fan 
1678,201702,Comm Biological Research,28547,BIOL 4460,B,1.000,4:05 pm - 5:25 pm,Joseph P  Montoya 
1679,201702,Comm Biological Research,28548,BIOL 4460,C,1.000,5:05 pm - 6:25 pm,Chong Hyun  Shin 
1680,201702,Immunology & Immunochem,20858,BIOL 4570,A,3.000,1:35 pm - 2:55 pm,Jung H  Choi 
1681,201702,Research Project Lab,26654,BIOL 4590,A,3.000,12:05 pm - 12:55 pm,Jeffrey   Skolnick 
1682,201702,Research Project Lab,22217,BIOL 4590,B,3.000,12:05 pm - 12:55 pm,Lin   Jiang 
1683,201702,Research Project Lab,24373,BIOL 4590,C,3.000,12:05 pm - 12:55 pm,Ingeborg   Schmidt-Krey 
1684,201702,Foundations of Bioethics,30362,BIOL 4651,A,3.000,3:05 pm - 4:25 pm,Mirjana M  Brockett 
1685,201702,Biol Undergrad Teaching,30926,BIOL 4697,E,3.000,2:05 pm - 3:55 pm,Christine C  Spencer 
1686,201702,Biol Undergrad Teaching,30927,BIOL 4697,F,3.000,12:05 pm - 1:55 pm,Christine C  Spencer 
1687,201702,Special Topics,30352,BIOL 4802,STO,2.000,3:05 pm - 4:55 pm,Francesca   Storici 
1688,201702,Special Topics,30349,BIOL 4803,LOB,3.000,4:05 pm - 5:25 pm,Kirill   Lobachev 
1689,201702,Special Topics,29045,BIOL 4803,MEN,3.000,2:05 pm - 2:55 pm,Joseph R  Mendelson 
1690,201702,Special Topics,30351,BIOL 4803,SNE,3.000,9:05 am - 9:55 am,Terry W  Snell 
1691,201702,Special Topics,25407,BIOL 4803,STE,3.000,2:05 pm - 2:55 pm,Frank James  Stewart 
1692,201702,Special Topics,30348,BIOL 4803,TOR,3.000,11:05 am - 11:55 am,Matthew P  Torres 
1693,201702,Microbial Ecology,22218,BIOL 6410,A,3.000,11:05 am - 11:55 am,Joel   Kostka 
1694,201702,Marine Ecology,25866,BIOL 6417,A,3.000,1:35 pm - 2:55 pm,Mark Edward  Hay 
1695,201702,Microbial Physiology,21481,BIOL 6418,A,3.000,3:05 pm - 4:25 pm,Thomas J  Dichristina 
1696,201702,Computational Genomics,25420,BIOL 7210,A,3.000,10:35 am - 11:55 am,Irving King  Jordan 
1697,201702,Special Topics,26487,BIOL 8801,HAY,1.000,10:05 am - 10:55 am,Mark Edward  Hay 
1698,201702,Special Topics,26661,BIOL 8801,WEI,1.000,8:05 am - 8:55 am,Joshua S  Weitz 
1699,201702,Special Topics,30355,BIOL 8802,STO,2.000,3:05 pm - 4:55 pm,Francesca   Storici 
1700,201702,Special Topics,24166,BIOL 8803,CHE,3.000,3:05 pm - 4:25 pm,Yury O  Chernoff 
1701,201702,Special Topics,30357,BIOL 8803,LOB,3.000,4:05 pm - 5:25 pm,Kirill   Lobachev 
1702,201702,Special Topics,25526,BIOL 8803,STE,3.000,2:05 pm - 2:55 pm,Frank James  Stewart 
1703,201702,Special Topics,30356,BIOL 8803,TOR,3.000,11:05 am - 11:55 am,Matthew P  Torres 
1704,201702,Intro Biomedicine & Cult,27452,LMC 2300,P,3.000,1:05 pm - 1:55 pm,Anne   Pollock 
1705,201702,Intro to Media Studies,27453,LMC 2400,N,3.000,9:35 am - 10:55 am,Sarah   Schoemann 
1706,201702,Intro to Film,27454,LMC 2500,F,3.000,9:35 am - 10:55 am,Angela   Dalle Vacche 
1707,201702,Intro to Film,28549,LMC 2500,K,3.000,8:05 am - 9:25 am,Angela   Dalle Vacche 
1708,201702,Intro to Perform Studies,30278,LMC 2600,N,3.000,12:05 pm - 1:25 pm,Philip   Auslander 
1709,201702,Prin of Visual Design,27458,LMC 2720,F,3.000,9:35 am - 10:55 am,Firaz Ahmed  Peer 
1710,201702,Construct-Moving Image,27459,LMC 2730,TD,3.000,12:05 pm - 1:25 pm,Devin Andrew  Wilson 
1711,201702,Special Topics in STAC,30768,LMC 2813,D,3.000,1:35 pm - 2:55 pm,Cara   Appel-Silbaugh 
1712,201702,Age Scientific Discovery,27462,LMC 3104,TN,3.000,12:05 pm - 1:25 pm,Robert E  Wood 
1713,201702,Evolution&Industrial Age,28874,LMC 3112,D,3.000,1:35 pm - 2:55 pm,Carol A  Senf 
1714,201702,"Sci, Tech & Modernism",27465,LMC 3114,H,3.000,3:05 pm - 4:25 pm,Blake   Leland 
1715,201702,Studies in Fiction,27466,LMC 3202,N,3.000,12:05 pm - 1:25 pm,Aaron   Santesso 
1716,201702,Poetry and Poetics,27467,LMC 3204,TE,3.000,3:05 pm - 5:55 pm,Jennifer Holley  Lux 
1717,201702,Communication & Culture,28555,LMC 3206,N,3.000,12:05 pm - 1:25 pm,Krystina   Madej 
1718,201702,African-Amer Lit/Cult,29019,LMC 3208,D,3.000,1:35 pm - 2:55 pm,Susana   Morris 
1719,201702,"Women, Lit & Culture",27468,LMC 3212,G,3.000,12:05 pm - 12:55 pm,Peter   Fontaine 
1720,201702,Science Fiction,29639,LMC 3214,TN,3.000,12:05 pm - 1:25 pm,Lisa   Yaszek 
1721,201702,Science Fiction Film TV,30923,LMC 3215,F,3.000,9:35 am - 10:55 am,Jay P  Telotte 
1722,201702,Gender Study-Disciplines,30279,LMC 3225,B,3.000,11:05 am - 11:55 am,Anne   Pollock 
1723,201702,Major Authors,28615,LMC 3226,F,3.000,9:35 am - 10:55 am,Karen   Head 
1724,201702,Creative Writing,27472,LMC 3234,TE,3.000,3:05 pm - 5:55 pm,Travis   Denton 
1725,201702,Creative Writing,28576,LMC 3234,TF,3.000,9:35 am - 10:55 am,Justine   Reilly 
1726,201702,Film and Television,29004,LMC 3252,TD,3.000,1:35 pm - 2:55 pm,Robert E  Wood 
1727,201702,Global Cinema,30525,LMC 3257,RNZ,3.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Qi   Wang 
1728,201702,Global Cinema,30280,LMC 3257,TE,3.000,3:05 pm - 4:25 pm,Anna Westerstahl  Stenport 
1729,201702,Documentary Film,30281,LMC 3258,N,3.000,12:05 pm - 1:25 pm,John E  Thornton 
1730,201702,Performance Studies,27474,LMC 3262,D,3.000,1:35 pm - 2:55 pm,Philip   Auslander 
1731,201702,"Sci, Tech & Ideology",30521,LMC 3302,F,3.000,9:35 am - 10:55 am,Carol A  Senf 
1732,201702,"Science, Tech & Race",28588,LMC 3306,TP,3.000,1:05 pm - 3:55 pm,Joycelyn   Wilson 
1733,201702,Environment Ecocritic,30282,LMC 3308,N,3.000,12:05 pm - 1:25 pm,Thomas Hugh  Crawford 
1734,201702,Tech of Representation,28589,LMC 3314,D,3.000,1:35 pm - 2:55 pm,Aaron   Santesso 
1735,201702,Postcolonialism,30283,LMC 3316,F,3.000,9:35 am - 10:55 am,Nihad   Farooq 
1736,201702,Tech Communication,27507,LMC 3403,A,3.000,9:05 am - 9:55 am,Rebekah   Greene 
1737,201702,Tech Communication,27518,LMC 3403,BA1,3.000,9:35 am - 10:55 am,Julia M  Smith 
1738,201702,Tech Communication,27519,LMC 3403,BA2,3.000,12:05 pm - 1:25 pm,Julia M  Smith 
1739,201702,Tech Communication,27520,LMC 3403,BA3,3.000,1:35 pm - 2:55 pm,Julia M  Smith 
