0,1,2,3,4,5,6,7,8,9,10,11,12
2018,fall,ACCY,312,3,UNKNOWN,31324,Lecture-Discussion,B,12:30 PM - 01:50 PM,MW,3001 Business Instructional Fac,"Penn, M"
2018,fall,ACCY,312,3,UNKNOWN,31330,Lecture-Discussion,C,02:00 PM - 03:20 PM,MW,3001 Business Instructional Fac,"Penn, M"
2018,fall,ACCY,312,3,UNKNOWN,31332,Lecture-Discussion,D,03:30 PM - 04:50 PM,MW,2063 Business Instructional Fac,"Penn, M"
2018,fall,ACCY,312,3,UNKNOWN,31333,Lecture-Discussion,E,09:30 AM - 10:50 AM,MW,3003 Business Instructional Fac,"Alt, A"
2018,fall,ACCY,312,3,UNKNOWN,45719,Lecture-Discussion,F,12:30 PM - 01:50 PM,TR,3003 Business Instructional Fac,"Holder, C"
2018,fall,ACCY,312,3,UNKNOWN,45934,Lecture-Discussion,G,11:00 AM - 12:20 PM,MW,3003 Business Instructional Fac,"Alt, A"
2018,fall,ACCY,405,3,UNKNOWN,36758,Lecture-Discussion,AE2,02:00 PM - 03:20 PM,MW,3003 Business Instructional Fac,"Leiby, J"
2018,fall,ACCY,405,3,UNKNOWN,36764,Lecture-Discussion,AE3,12:30 PM - 01:50 PM,MW,3003 Business Instructional Fac,"Leiby, J"
2018,fall,ACCY,405,3,UNKNOWN,54162,Lecture-Discussion,AE7,09:30 AM - 10:50 AM,MW,3001 Business Instructional Fac,"Leiby, J"
2018,fall,ACCY,410,3,UNKNOWN,61231,Lecture-Discussion,B3,09:30 AM - 10:50 AM,TR,3003 Business Instructional Fac,"Steward, C"
2018,fall,ACCY,410,3,UNKNOWN,64652,Lecture-Discussion,B4,09:30 AM - 10:50 AM,TR,3003 Business Instructional Fac,"Steward, C"
2018,fall,ACCY,410,3,UNKNOWN,62729,Lecture-Discussion,C3,11:00 AM - 12:20 PM,TR,3003 Business Instructional Fac,"Steward, C"
2018,fall,ACCY,410,3,UNKNOWN,64654,Lecture-Discussion,C4,11:00 AM - 12:20 PM,TR,3003 Business Instructional Fac,"Steward, C"
2018,fall,ACCY,410,3,UNKNOWN,62730,Lecture-Discussion,D3,11:00 AM - 12:20 PM,MW,3001 Business Instructional Fac,"Kustanovich, M"
2018,fall,ACCY,410,3,UNKNOWN,64656,Lecture-Discussion,D4,11:00 AM - 12:20 PM,MW,3001 Business Instructional Fac,"Kustanovich, M"
2018,fall,ACCY,410,3,UNKNOWN,62731,Lecture-Discussion,E3,03:30 PM - 04:50 PM,MW,3001 Business Instructional Fac,"Kustanovich, M"
2018,fall,ACCY,410,3,UNKNOWN,64657,Lecture-Discussion,E4,03:30 PM - 04:50 PM,MW,3001 Business Instructional Fac,"Kustanovich, M"
2018,fall,ACCY,410,3,UNKNOWN,62732,Lecture-Discussion,F3,08:00 AM - 09:20 AM,MW,3001 Business Instructional Fac,"Kustanovich, M"
2018,fall,ACCY,410,3,UNKNOWN,64658,Lecture-Discussion,F4,08:00 AM - 09:20 AM,MW,3001 Business Instructional Fac,"Kustanovich, M"
2018,fall,ACCY,415,3,UNKNOWN,29676,Lecture-Discussion,AE1,02:00 PM - 03:20 PM,MW,1025 Business Instructional Fac,"Lullo, M"
2018,fall,ACCY,415,3,UNKNOWN,64648,Lecture-Discussion,AE2,03:30 PM - 04:50 PM,MW,1025 Business Instructional Fac,"Lullo, M"
2018,fall,ACCY,415,3,UNKNOWN,65021,Lecture-Discussion,AE3,11:00 AM - 12:20 PM,MW,2011 Business Instructional Fac,"Lullo, M"
2018,fall,ACCY,451,3,UNKNOWN,49130,Lecture-Discussion,A3,11:00 AM - 12:20 PM,TR,2001 Business Instructional Fac,"Holder, C"
2018,fall,ACCY,451,3,UNKNOWN,63159,Lecture-Discussion,A4,11:00 AM - 12:20 PM,TR,2001 Business Instructional Fac,"Holder, C"
2018,fall,ACCY,451,3,UNKNOWN,54569,Lecture-Discussion,B3,12:30 PM - 01:50 PM,TR,2001 Business Instructional Fac,"Hutchens, M"
2018,fall,ACCY,451,3,UNKNOWN,63160,Lecture-Discussion,B4,12:30 PM - 01:50 PM,TR,2001 Business Instructional Fac,"Hutchens, M"
2018,fall,ACCY,451,3,UNKNOWN,62733,Lecture-Discussion,C3,02:00 PM - 03:20 PM,TR,2063 Business Instructional Fac,"Holder, C"
2018,fall,ACCY,451,3,UNKNOWN,63161,Lecture-Discussion,C4,02:00 PM - 03:20 PM,TR,2063 Business Instructional Fac,"Holder, C"
2018,fall,ACCY,451,3,UNKNOWN,63119,Lecture-Discussion,D3,08:00 AM - 09:20 AM,TR,2057 Business Instructional Fac,"Hutchens, M"
2018,fall,ACCY,451,3,UNKNOWN,63163,Lecture-Discussion,D4,08:00 AM - 09:20 AM,TR,2057 Business Instructional Fac,"Hutchens, M"
2018,fall,ACCY,451,3,UNKNOWN,70659,Lecture-Discussion,E3,12:30 PM - 01:50 PM,TR,2057 Business Instructional Fac,"Sternburg, T"
2018,fall,ACCY,451,3,UNKNOWN,70660,Lecture-Discussion,E4,12:30 PM - 01:50 PM,TR,2057 Business Instructional Fac,"Sternburg, T"
2018,fall,ACCY,500,2,UNKNOWN,49761,Lecture-Discussion,ADV,02:00 PM - 03:20 PM,TR,241 Wohlers Hall,"Augusto Sampaio Franco de Lima, G"
2018,fall,ACCY,500,2,UNKNOWN,58446,Lecture-Discussion,GRD,03:30 PM - 04:50 PM,TR,241 Wohlers Hall,"Augusto Sampaio Franco de Lima, G"
2018,fall,ACCY,500,2,UNKNOWN,62025,Lecture-Discussion,MSB,12:30 PM - 01:50 PM,TR,3041 Business Instructional Fac,"Zhang, L"
2018,fall,ACCY,500,2,UNKNOWN,56063,Lecture-Discussion,MSM,11:00 AM - 12:20 PM,TR,1025 Business Instructional Fac,"Zhang, L"
2018,fall,ACCY,501,2,UNKNOWN,70308,Lecture-Discussion,MSF,03:30 PM - 04:50 PM,MW,3057 Business Instructional Fac,"Augusto Sampaio Franco de Lima, G"
2018,fall,ACCY,502,2,UNKNOWN,29680,Lecture-Discussion,A,09:30 AM - 10:50 AM,MW,3057 Business Instructional Fac,"Schwartz, R"
2018,fall,ACCY,502,2,UNKNOWN,31334,Lecture-Discussion,B,11:00 AM - 12:20 PM,MW,3057 Business Instructional Fac,"Schwartz, R"
2018,fall,ACCY,502,2,UNKNOWN,61232,Lecture-Discussion,C,12:30 PM - 01:50 PM,MW,3057 Business Instructional Fac,"Schwartz, R"
2018,fall,ACCY,504,2,UNKNOWN,56299,Lecture-Discussion,A,08:00 AM - 09:20 AM,TR,1025 Business Instructional Fac,"Pesch, H"
2018,fall,ACCY,504,2,UNKNOWN,59162,Lecture-Discussion,B,09:30 AM - 10:50 AM,TR,1025 Business Instructional Fac,"Pesch, H"
2018,fall,ACCY,504,2,UNKNOWN,64875,Lecture-Discussion,C,11:00 AM - 12:20 PM,TR,3063 Business Instructional Fac,"Pesch, H"
