0,1,2,3,4,5,6,7,8,9,10,11,12
2016,fall,CPSC,598,1,UNKNOWN,33589,Lecture-Discussion,GE1,12:00 PM - 12:50 PM,W,W109Turner Hall,"Chen, LMoose, S"
2016,fall,CPSC,598,1,UNKNOWN,33591,Lecture-Discussion,GE2,12:00 PM - 12:50 PM,W,W109Turner Hall,"Chen, LMoose, S"
2016,fall,CPSC,598,1,UNKNOWN,33592,Lecture-Discussion,PP1,12:00 PM - 12:50 PM,R,W109Turner Hall,"Babadoost, MJuvik, J"
2016,fall,CPSC,598,1,UNKNOWN,33593,Lecture-Discussion,PP2,12:00 PM - 12:50 PM,R,W109Turner Hall,"Babadoost, MJuvik, J"
2016,fall,CPSC,452,3,UNKNOWN,30076,Lecture,A,09:30 AM - 10:50 AM,TR,W223Turner Hall,"Jamann, T"
2016,fall,CPSC,270,3,UNKNOWN,33476,Lecture,AL1,09:00 AM - 09:50 AM,MW,W109Turner Hall,"Weinzierl, R"
2016,fall,CPSC,113,3,UNKNOWN,55640,Lecture-Discussion,A,02:00 PM - 03:20 PM,TR,W109Turner Hall,"Rayburn, A"
2016,fall,CPSC,112,4,UNKNOWN,31645,Lecture,AL1,11:00 AM - 12:20 PM,TR,217Noyes Laboratory,"Pittelkow, C"
2016,fall,CPSC,538,4,UNKNOWN,55480,Lecture,A,09:30 AM - 11:20 AM,TR,ARRInstitute for Genomic Biology,"Bernacchi, C"
2016,fall,CPSC,466,2,UNKNOWN,46800,Lecture,A,11:00 AM - 11:50 AM,MWF,W115Turner Hall,"Moose, S"
2016,fall,CPSC,426,3,UNKNOWN,30084,Lecture,AL1,08:00 AM - 09:20 AM,T,W115Turner Hall,"Riechers, D"
2016,fall,CPSC,448,3,UNKNOWN,37456,Lecture-Discussion,G1,10:00 AM - 12:20 PM,MW,"23ACES Lib, Info & Alum Ctr","Hannon, B"
2016,fall,CPSC,448,3,UNKNOWN,37455,Lecture-Discussion,U1,10:00 AM - 12:20 PM,MW,"23ACES Lib, Info & Alum Ctr","Hannon, B"
2016,fall,CPSC,467,1,UNKNOWN,51933,Lecture,A,10:00 AM - 10:50 AM,MW,206Transportation Building,"Ming, R"
2016,fall,CPSC,440,4,UNKNOWN,33573,Lecture,AL1,03:30 PM - 04:50 PM,TR,150Animal Sciences Laboratory,"Lipka, A"
2016,fall,CPSC,564,3,UNKNOWN,53229,Lecture-Discussion,A,01:00 PM - 02:20 PM,TR,ARRInstitute for Genomic Biology,"Brown, P"
2016,fall,CPSC,462,1,UNKNOWN,51939,Lecture,A,10:00 AM - 10:50 AM,MW,206Transportation Building,"Ming, R"
2016,fall,CPSC,382,4,UNKNOWN,57822,Lecture-Discussion,A,11:00 AM - 12:20 PM,TR,1103Plant Sciences Laboratory,"Briskin, D"
2016,fall,CPSC,226,3,UNKNOWN,33543,Lecture,AL1,08:00 AM - 08:50 AM,TR,W109Turner Hall,"Tranel, P"
2016,fall,CPSC,433,3,UNKNOWN,37667,Lecture,C,09:00 AM - 09:50 AM,MWF,328Bevier Hall,"Biehl, M"
2016,fall,CPSC,415,3,UNKNOWN,55735,Lecture-Discussion,A,02:00 PM - 03:20 PM,TR,W223Turner Hall,"Lee, D"
2016,fall,CPSC,437,3,UNKNOWN,55676,Lecture-Discussion,A,03:30 PM - 04:50 PM,TR,W115Turner Hall,"Davis, AVillamil, M"
2016,fall,CPSC,419,1,UNKNOWN,58725,Lecture-Discussion,A,01:00 PM - 02:50 PM,M,N107Turner Hall,"Juvik, J"
2016,fall,ARAB,201,5,,,Lecture-Discussion,BE1,11:00 AM - 11:50 AM,MTWF,169Davenport Hall,"El Karkafi, JSaadah, E"
2016,fall,ARAB,201,5,,,Lecture-Discussion,CE1,12:00 PM - 12:50 PM,MTRF,169Davenport Hall,"El Karkafi, JSaadah, E"
2016,fall,ARAB,201,5,,,Lecture-Discussion,DE1,01:00 PM - 01:50 PM,MTWR,169Davenport Hall,"El Karkafi, JSaadah, E"
2016,fall,ARAB,201,5,,,Lecture-Discussion,EE1,10:00 AM - 10:50 AM,TWRF,169Davenport Hall,"Al Daawi, HSaadah, E"
2016,fall,ARAB,150,3,UNKNOWN,54547,Lecture-Discussion,A1,01:00 PM - 01:50 PM,MWF,69English Building,"Saadah, E"
2016,fall,ARAB,199,1,UNKNOWN,67511,Lecture-Discussion,ES,ARRANGED -,,,"Saadah, E"
2016,fall,ARAB,210,4,,,Lecture-Discussion,A1,02:00 PM - 03:20 PM,T,169Davenport Hall,"Al Daawi, HSaadah, E"
2016,fall,ARAB,407,3,,,Lecture-Discussion,A,10:00 AM - 10:50 AM,MW,1134Foreign Languages Building,"Saadah, E"
2016,fall,ARAB,405,3,,,Lecture-Discussion,B,11:00 AM - 11:50 AM,MW,1110Foreign Languages Building,"Saadah, E"
2016,fall,ARAB,403,4,,,Lecture-Discussion,A1,12:00 PM - 12:50 PM,M,1110Foreign Languages Building,"Saadah, ESawwan, R"
2016,fall,ARAB,403,4,,,Lecture-Discussion,A1,12:00 PM - 12:50 PM,TR,1038Foreign Languages Building,"Saadah, ESawwan, R"
2016,fall,ARAB,403,4,,,Lecture-Discussion,C,10:00 AM - 10:50 AM,MTR,1110Foreign Languages Building,"Saadah, ESawwan, R"
2016,fall,ARAB,413,3,UNKNOWN,66502,Lecture-Discussion,ES,02:00 PM - 04:20 PM,M,313Davenport Hall,"Shakkour, E"
2016,fall,ARAB,409,3,UNKNOWN,57111,Lecture-Discussion,A,09:00 AM - 09:50 AM,WF,1134Foreign Languages Building,"Albirini, ASaadah, E"
2016,fall,ARAB,409,3,,,Lecture-Discussion,A,09:00 AM - 09:50 AM,M,G52Foreign Languages Building,"Albirini, ASaadah, E"
2016,fall,LIS,590,1,UNKNOWN,66723,Lecture-Discussion,ABR,06:00 PM - 08:00 PM,T,131Grad Sch of Lib & Info Science,"Song, Y"
2016,fall,LIS,590,1,UNKNOWN,66909,Lecture-Discussion,AC,06:00 PM - 08:00 PM,R,242Grad Sch of Lib & Info Science,"Song, Y"
2016,fall,LIS,590,1,UNKNOWN,66726,Lecture-Discussion,AV,09:00 AM - 11:50 AM,R,12AGrad Sch of Lib & Info Science,"Jones, J"
2016,fall,LIS,590,1,UNKNOWN,66727,Lecture-Discussion,BP,01:00 PM - 02:50 PM,R,242Grad Sch of Lib & Info Science,"Black, A"
2016,fall,LIS,590,1,UNKNOWN,66722,Lecture-Discussion,DC1,03:00 PM - 04:50 PM,R,242Grad Sch of Lib & Info Science,"Ludaescher, B"
